period,duration,depth,planet_radius,stellar_temperature,stellar_gravity,stellar_radius,magnitude,snr,equilibrium_temp,disposition
15.0619708,3.2914107,2775.349458,4.687483,5441.34,4.51596,0.890607,10.9762,75.7063766,661.4248635,2
13.6421377,3.522,413,1.77499,5961,4.46,1.02,10.2521,23.00400603,834,2
17.5313321,4.334,306,1.66838,5464,4.51,0.9,8.1319,15.01514835,1296,2
30.0017176,6.737,210,1.82693,6194,4.32,1.25,8.59702,12.84743165,765,2
15.1935123,2.582,5720,9.68144,5977,4.42,1.07,8.0152,216.639625,844,2
6.5811814,2.982,267,1.80641,6269,4.39,1.17,9.74007,21.73495894,1104,2
32.1400505,2.809,883,22.7389,5019,,3.37,9.3373,34.88191509,689,0
9.6477019,3.003,670,2.57133,5621.7,4.48,0.95,10.1174,36.66495988,827,2
10.590923,4.105,10290,11.1189,6017.1,4.44,1.05,9.58055,694.9454259,919,1
4.7728997,2.906,920,3.30213,6017.1,4.44,1.05,9.58055,82.65790276,1222,1
4.0625969,3.952,320,3.70815,6629,3.94,2.09,9.8008,36.7280456,1765,2
1.2391534,0.4887749,2318.659441,0.9654706,3042,4.438,0.197117,11.5045,90.65610487,550.2321395,1
19.8067259,4.5,2060,4.46533,5513,4.34,0.95,10.9815,65.54464637,698,2
6.8291029,9.8781473,815.4832965,12.9127343,9333,3.53807,4.3379302,6.33044,120.8221506,2798.227993,2
3.3174026,3.021272,462.3783567,1.4488457,4363,4.60832,0.677839,12.3768,17.93251286,809.9057589,2
12.8355591,1.805,12450,11.2388,5311.7,4.45,0.95,12.5648,171.1302165,491,2
2.177475,2.454,4450,4.05014,4027,4.67,0.57,13.2476,127.5650374,1143,2
9.0711977,4.183,10360,10.7594,5649,4.38,1.06,13.424,178.7425965,956,2
0.8045139,1.259,3750,10.209,7110,4.24,1.59,13.1891,133.1457593,2300,2
5.4683192,3.251,10640,13.9823,6606.6,4.31,1.36,12.8161,276.4259828,1264,2
0.9598377,1.429,2270,17.4316,7575,3.64,3.31,12.8456,91.27770976,2403,2
0.594385,0.573,2280,7.44558,6078,4.27,1.3,13.0709,67.07718389,1542,2
1.3534084,1.8466332,18071.08217,18.1129716,4978,4.438,1.16766,14.7117,295.6059869,1618.304021,2
4.1059353,3.031,11400,13.555,6140.3,4.31,1.25,13.2148,260.7217078,1313,2
3.0604071,3.175,12460,18.6847,6623,4.14,1.67,13.176,342.8456536,1660,2
0.3828485,0.493,960,13.7767,6419.6,4.1,1.68,10.8006,93.24577374,3056,2
12.612483,3.406,1510,5.43397,5981,4.22,1.34,10.883,61.85545622,805,2
10.7833596,3.957,26560,15.4312,3892,4.57,0.7,14.3554,236.9789883,678,2
2.9858191,2.966,9730,17.8139,7497,4.16,1.81,13.2792,261.7239196,1850,2
13.0086903,3.7378335,20626.95832,10.9890553,3799,4.72,0.520262,12.9331,344.3530328,410.0052556,2
2.8675385,2.88,14570,14.6783,6219.5,4.37,1.18,12.7225,499.0462515,1520,2
1.6421819,2.459,1100,2.54445,5627,4.64,0.79,11.6985,74.38676777,1801,0
4.8002161,2.439,10620,15.2174,6498.4,4.26,1.41,13.3683,185.3186665,1192,2
1.6318282,1.2668494,14067.41938,11.5558043,5084,4.48093,0.942522,14.8067,163.1776479,1359.362087,2
6.0614403,3.601,4760,10.0397,6507.7,4.25,1.43,12.9624,108.8258972,1276,2
6.5552932,3.016,4730,19.1366,7787,3.86,2.64,11.7692,171.4472614,1542,2
5.3767997,4.7792512,4420.745121,10.5654196,5663.5,4.05,1.57294,11.2391,287.8751351,1277.232515,2
5.7188414,2.2172849,3214.065952,4.2762449,4964.8,4.59,0.76036,12.6165,67.61752604,789.2154631,2
3.3928027,2.2095141,2201.636611,3.7170935,4964.8,4.59,0.76036,12.6165,65.38870978,939.2446608,2
0.8999342,1.606,1720,6.8761,6211,4.09,1.64,12.5284,87.83054795,2177,0
0.4553752,0.604,3490,7.9095,6439,4.49,1.07,12.8591,132.7282196,1911,2
5.8095099,2.427,1750,5.0621,6353.1,4.42,1.15,10.9753,82.01752883,1244,2
5.2374183,3.741,11630,14.2208,6042.1,4.28,1.27,11.659,552.232953,1248,2
3.0343155,1.664,3200,12.5732,8415,,2.16,11.9736,117.6228346,,2
4.2318085,2.558,1780,7.88895,8064,4.17,1.91,11.9696,66.35744336,1614,0
0.530893,1.910177,33453.5972,3.747202,3085,5.0795,0.193,15.0404,763.9210279,714.0192388,0
3.8635521,3.896,11350,15.1873,6797,4.3,1.42,13.2621,311.0270084,1683,2
4.788785,3.135,7600,16.3086,6045,3.96,1.83,13.1207,168.5159894,1309,2
2.9525486,2.694,5730,11.4188,5612,4.09,1.48,11.444,342.009697,1337,2
4.1459886,2.604,26190,12.1704,3981,4.56,0.71,14.9819,246.0454629,763,2
4.1629444,2.064,3670,11.633,6005,3.94,1.88,12.4151,100.1014304,1100,0
1.2699324,1.596,1325.19922,7.56197,9649,4.35,1.74,12.1706,66.55045207,3155,2
11.9285531,2.283,20690,16.0753,5447.3,4.34,1.09,13.3742,220.3191217,578,2
3.42015,3.801,11140,18.3061,5708,3.96,1.76,13.4489,295.7759559,1485,2
2.5842514,1.837,2360,7.50424,5860.5,,1.51,11.5419,117.2061306,,2
5.0775738,4.053,8620,18.5536,7648.8,4.09,2,13.3853,192.3908074,1693,2
1.5483542,1.2030925,926.4111032,2.1601741,4665,4.67631,0.663414,9.6504,98.75099254,1004.06252,1
3.813812,2.572,2310,3.44278,4689,4.61,0.71,11.8338,99.28879259,1016,0
2.8633026,0.941,4710,11.4725,6642.2,4.26,1.45,13.3605,68.73860608,970,2
12.7091678,1.746,4620,16.3709,6145,4.31,1.25,12.1047,77.19742967,829,2
1.6757659,2.248,2580,7.62588,6960.9,4.25,1.53,12.8173,99.65098554,2098,2
10.2780324,1.642,7350,11.8122,6545.7,4.34,1.3,12.1258,117.9485648,691,2
6.3780197,1.226,7050,18.7767,6540.2,3.96,2.03,11.8888,154.1942203,810,2
4.4977307,3.2573447,5324.061552,13.0442723,6544,4.2,1.5335,12.7601,155.6303521,1472.545449,2
1.4958429,1.534,2830,6.70553,5666,4.24,1.27,13.1472,82.27333751,1493,0
3.214031,2.215,5730,6.77869,5366,4.55,0.85,12.1629,209.9762756,1143,2
2.5444539,3.709,5440,12.5904,6171,4.01,1.77,13.4597,158.7270935,1893,2
1.9000862,2.3058232,25717.00859,15.0496208,5440,4.41615,0.934028,14.2465,487.2605123,1366.350537,1
0.8857522,1.579,760,3.19978,6238.2,4.42,1.13,11.4541,63.11157698,2198,0
1.6822448,1.388,12090,12.3028,5534.6,4.34,1.1,12.6819,390.5393263,1239,2
0.9907914,1.5908957,4860.1049,16.1327515,6273.8,4,1.82635,12.6167,224.9946164,2594.395383,2
8.3762443,3.6856551,7670.688936,10.1350877,6086,4.38,1.13925,13.1132,143.3428689,986.8351657,2
3.7196227,4.948,4280,13.3603,5623,3.81,2.07,13.2612,132.2304214,1656,2
4.267781,4.58,5120,12.0047,5903,4.02,1.67,13.3462,135.488387,1542,2
1.0711292,2.213,2030,5.8474,6070,4.26,1.31,12.3128,122.6762513,2374,0
1.2452975,2.086,1410,6.31449,6580.3,4.13,1.66,11.7207,101.9321894,2222,2
22.0632969,2.2329319,4597.497672,10.1729473,5762,4.44,1.0093499,10.6275,121.2894438,647.5341338,2
2.8078585,1.516,4820,14.8378,6338,3.95,1.95,12.8255,114.2303851,1267,2
9.2016496,4.4317333,13812.32336,13.4373959,6190,4.36651,1.12271,13.1573,226.4499821,963.8325055,1
6.2987919,4.909,3920,12.2385,6265,3.89,2.07,12.8132,112.0821172,1408,2
7.4603194,2.516,3070,11.8373,6034.1,3.88,2.01,11.8517,84.73797252,911,2
3.5533716,1.856,1470,4.6477,6280.9,4.36,1.21,10.86,84.04639464,1169,2
1.100804,1.4856033,3509.222456,10.0319087,6810,4.19,1.60902,13.1584,115.3324973,2474.045674,2
1.1606902,1.232,32450,9.92228,3572,4.71,0.53,14.9671,413.3593071,884,2
4.3983492,2.0638959,10124.90812,18.5093039,5717.9,4.27,1.22096,12.8749,223.4572026,1211.970572,2
2.8066134,2.483,14530,17.3144,6709,4.29,1.41,12.7625,453.6688664,1546,2
2.6570006,2.125,4050,10.4864,6328.7,4.11,1.63,11.8423,188.3814944,1427,1
20.9233666,2.47,9470,12.2366,6283,4.36,1.22,12.2122,126.6549603,539,2
29.3312035,3.269,3470,11.9961,7618,4.19,1.77,11.9567,60.05659181,644,2
1.5089635,2.373,13140,20.5944,5950,4.32551,1.29,13.0501,496.8487875,2036,1
1.450491,1.286,3870,8.43132,6067,4.27,1.29,12.5627,134.8315258,1461,2
4.9017215,2.3,6600,15.2294,6329,4.04,1.78,13.2751,116.7445467,1099,2
2.2703829,1.947,12110,12.7801,5845,4.38,1.1,12.8015,379.7357534,1327,2
7.5554044,4.003,6170,16.0968,7872,4.09,2.04,12.2605,177.9517789,1451,2
8.4332312,8.47,2010,11.5473,5874,3.68,2.45,11.6861,109.8606432,1530,2
10.0532043,1.543,5160,11.5364,6553.2,4.26,1.43,12.2106,77.19539787,760,2
10.3413829,3.595,10410,10.465,5732.6,4.43,1.01,13.197,150.9311643,855,2
5.8936518,2.217,9580,8.37476,5508,4.6,0.82,13.0406,165.7761689,862,2
8.3026667,5.728,6940,14.6377,5656,3.95,1.75,12.0515,263.6242456,1163,2
10.1197017,2.129,2570,9.15067,5656,3.95,1.75,12.0515,48.59590779,674,0
15.1306782,4.204,6030,11.9169,5799.3,4.09,1.52,12.2773,102.1062704,772,2
3.8971203,4.8258882,6312.746277,13.4932227,6090,4.08625,1.6395,13.1861,199.3883274,1470.087664,1
3.6079916,2.991,6055,15.3816,5308.3,,1.89,12.352,221.0727031,1228,2
3.9315754,3.427,5580,9.60432,6032.1,4.25,1.32,13.4144,123.7800415,1438,2
7.9923268,2.176,5780,9.69724,5825,4.32,1.18,12.9922,87.74889551,890,2
3.7702854,2.343,10030,16.647,5900.3,4.06,1.59,12.2304,342.7834494,1307,2
1.1282471,1.411,2920,8.57678,6655.8,4.25,1.49,11.394,210.7733638,1932,2
2.5840753,1.666,1757,7.01829,6119,4.2,1.4,12.8125,46.28848934,1834,2
2.0247088,1.34,4390,3.7963,3654,4.69,0.55,12.2937,150.180084,752,2
4.6549271,4.06,3500,9.1871,5706,4.06,1.56,12.8708,99.08771437,1359,2
3.1910454,1.619,12090,12.0476,5907,4.45,1.03,13.324,221.9005947,1044,2
3.1522131,1.4637784,1039.767024,1.4624574,3547,4.81,0.415961,11.6923,38.47002317,570.9491075,2
4.9212788,1.4072515,884.5792337,1.2783897,3547,4.81,0.415961,11.6923,25.36946738,492.1641006,2
0.516278,0.565611,20289.21082,2.442348,3009,5.10976,0.169,14.2321,372.9114863,679.6154071,0
2.5193047,3.596,4540,11.5079,5706.5,4,1.67,12.5501,198.2939399,1708,2
5.0280368,2.161,1360,2.87252,4825,4.56,0.77,11.5182,52.36909169,832,2
2.9238483,2.773,11130,11.3257,6004,4.43,1.06,13.1211,311.3401292,1447,2
24.4383239,5.5899007,2401.874007,5.1712602,6151,4.47291,1.03824,10.7421,95.10339403,663.6424754,2
9.4043652,4.1627706,456.6940548,2.3955263,6151,4.47291,1.03824,10.7421,22.06862844,912.3920352,2
14.5643289,4.6039057,451.953459,2.2567046,6151,4.47291,1.03824,10.7421,16.24054772,788.6079558,2
2.0760349,2.043,2480,4.92939,5386,4.44,0.96,11.7628,133.7707887,1413,2
9.6569059,4.278,800,2.91617,5729.1,4.41,1.04,10.6421,41.03638752,995,2
43.8418559,4.599,4630,9.29872,5767,4.21,1.32,10.7717,164.0349699,480,0
11.2120396,3.454,5450,17.1459,6147,4.02,1.75,12.3902,112.3043075,1193,2
18.2050594,3.347,10830,9.06591,4880.9,4.5,0.83,12.6811,135.8626434,519,2
4.8038446,2.038,17000,11.3023,5019,4.51,0.83,12.8935,337.4424851,797,2
13.24981,3.299,27250,20.6343,5076,4.71,0.69,9.1073,1649.819414,,0
10.043245,3.099789,21393.22714,16.682435,5076,4.71,0.670549,9.1073,1255.512711,625.2921291,0
1.7530712,1.019,11660,19.7783,5625.1,4.54,0.89,13.189,247.3973363,1358,2
24.166804,5.257,4020,8.65143,5985,4.22,1.35,12.3295,74.31197248,705,2
11.6260799,2.937,840,4.02844,6317,4.29,1.32,10.3404,41.02324442,870,2
5.9522831,1.966,7280,15.1211,6031.2,4.05,1.65,12.3391,163.8690286,1138,0
13.2414304,3.989,1430,4.4877,6062.1,4.34,1.2,10.8343,64.83160912,865,2
11.1064221,2.12,15290,10.19,5190.5,4.59,0.79,12.8078,203.6545705,594,2
19.5862903,6.924,24300,19.398,5986,4.3,1.23,13.259,336.0071745,855,2
1.5068165,0.8625455,734.0512116,0.9740062,3514,4.87,0.356879,10.8055,47.0454218,690.4110824,2
3.1816478,3.493,9300,14.4913,5949.3,4.11,1.53,13.4649,234.9692238,1564,2
5.7656076,2.955,6750,9.12778,5638.4,4.37,1.08,12.5879,166.1101837,1007,2
2.6473051,1.211281,21367.88249,10.6134481,3916,4.71907,0.567866,13.9143,288.9932417,738.0394311,1
5.7380349,5.045,8720,17.067,6786,4.11,1.76,11.4769,467.6929392,1566,2
4.7174703,1.205,11520,5.77392,3628,4.72,0.51,12.8656,178.1044424,451,2
4.5589188,1.873,10330,10.6821,5429,4.4,1.02,12.5869,247.9868105,864,2
7.7235903,5.953,2720,17.2663,5994,3.5,3.08,12.3467,91.94353984,1656,0
1.7459947,2.217,18190,12.8043,5332,4.46,0.94,13.4277,510.0173174,1469,2
8.5926333,3.3859708,885.5569232,2.4974696,5494,4.57761,0.835682,10.5182,52.40134831,778.0951063,2
4.3776584,2.864,3900,12.3407,6077,3.88,2.02,12.2614,134.4963463,1281,2
4.5867288,4.382,7710,13.5857,5737,4.06,1.55,13.4016,177.59033,1400,2
4.469996,3.524,9280,11.2936,6948,,1.12,10.927,656.3043741,1523,2
5.8512587,1.8417106,1275.09933,1.3562009,3443,4.86,0.365053,11.7119,37.08245296,433.308858,2
2.788654,1.8900186,26339.9058,9.665126,3654,4.438,0.587106,13.8231,440.2630711,684.7208601,1
14.69808,3.7370696,1897.66415,3.177884,4362,4.53943,0.733789,10.6269,64.78413937,512.9439621,1
19.4834833,4.6663301,1509.683272,3.5483433,4362,4.53943,0.733789,10.6269,57.591358,466.947359,1
18.5146638,1.337,1480,6.56184,6379,4.28293,1.35,8.94302,40.33584565,699,2
1.3852161,0.7629247,1913.333464,6.5271985,6294,4.20464,1.451,11.9589,69.6613767,2071.920555,2
,13.5723661,28182.02171,9.5037684,3696,4.68275,0.563,13.7701,431.1651746,292.1705354,2
3.4712803,2.4382015,4280.388311,4.2314265,3696,4.68275,0.563,13.7701,73.43629097,636.760408,1
2.2979915,0.984865,1354.964092,2.3271065,3650,4.66,0.590525,11.758,46.78172461,733.8783781,1
2.7521595,0.9607827,1025.539124,1.3820795,3288,4.81007,0.418181,11.8693,30.0531378,554.6733092,2
21.7300248,2.4879281,1119.211108,2.526638,4788,4.57314,0.752578,10.8228,28.48621002,617.29617,2
346.1614828,7.4179451,727.1554128,2.5449936,5862,4.53012,0.92603,10.3965,38.8895391,250.8907848,2
1.2916034,1.3077871,1566.795955,2.4511775,3689,4.72452,0.514745,12.7482,54.59015923,856.6929763,1
8.8652886,3.2904518,1699.944221,4.2853969,5368,4.71954,0.697439,11.8964,52.56622782,691.3376127,1
14.058151,3.514627,858.616845,2.467289,5465,4.57025,0.839854,10.0614,36.88270564,646.6751668,0
11.9234819,3.2410592,680.8032643,2.2904053,5465,4.57025,0.879477,10.0614,39.71584953,695.0795649,2
40.8905117,4.4402791,945.1993965,2.7104157,5465,4.57025,0.879477,10.0614,45.63649874,460.9226376,2
0.4774382,0.952523,423.1532826,1.118031,3888,4.71522,0.525437,11.3978,38.6079396,1266.927019,2
4.5352255,3.0733542,195.4048675,1.753622,5788.42,4.37027,1.10259,8.5727,19.77794013,1150.355474,2
5.6539689,2.6370718,1223.178945,2.732945,3975,4.5998,0.662052,11.5212,46.47342895,617.327479,2
2.3929801,1.693426,570.9865376,1.6929049,3975,4.5998,0.662052,11.5212,28.82896631,822.218131,2
1.6098954,1.7900454,412.6710488,3.8276199,7173,4.13332,1.79821,10.8475,36.31819305,2392.228482,2
0.3693057,1.0027781,755.6535935,2.1341819,5129,4.61786,0.755722,11.3328,83.05098347,2008.022965,1
3.3863171,3.2671057,6259.851804,,5780,4.438,,14.4087,99.04085604,1213.760165,1
3.1479748,2.391,478,6.17795,6555,3.56,3.22,10.4756,39.58279213,1486,2
22.2897649,12.435,1060,8.90212,5772,3.56648,2.77,10.4422,71.87080471,1096,2
23.899595,2.0395157,15998.76833,12.8307536,4736.5,4.55,0.76962,13.1748,124.8112761,476.1734157,2
7.1123703,2.644,497,1.85858,5595.7,4.52,0.91,10.0286,32.56053176,917,2
7.0491608,3.5024531,300.5227138,2.8464941,6337.87,4.438,1.42717,6.4386,22.96084364,1199.741799,1
3.0440441,1.3542885,82.7350431,1.3337425,6337.87,4.438,1.42717,6.4386,6.808165351,1587.266867,1
1.0995742,0.952,3168,9.72799,6040,4.13,1.51,10.2003,325.4715374,1592,0
9.0182382,3.199,3480,5.61073,5805,4.51,0.94,12.2916,88.44855432,892,2
75.1247037,8.599,11171,13.8062,5392.9,4.2,1.27,11.8452,330.0956291,462,1
3.5424466,2.2308179,1923.82704,3.8362277,5058,4.50269,0.853329,10.659,132.2850764,994.0230394,2
4.2050741,1.1574129,1280.179399,3.3240452,5086,4.48,0.877822,10.3535,67.57006956,956.1341771,2
1.9613369,1.632367,9235.038475,15.8657793,4427,4.22028,1.06738,14.245,141.9655718,1225.68692,2
9.8479326,1.8182865,6398.02027,18.822612,6887.55,3.89433,2.29041,12.3047,99.49826644,1433.269583,2
19.6304978,3.2073832,7651.889895,14.0835896,5509.85,4.39122,1.03786,10.8481,218.5686575,659.8269963,2
18.9690014,3.3431046,595.060628,2.6609357,5551.25,4.36023,1.08166,9.8978,25.64483719,685.1732253,2
7.4323882,2.7759349,838.3306849,3.7818383,4921,4.11275,1.30646,11.1971,32.8567328,941.9240103,2
1.9416366,1.9321358,32945.13478,11.7569044,3837,4.72608,0.633668,14.857,431.3580206,857.3252177,1
13.955959,3.293,398,2.22304,5923.8,4.36,1.13,9.62527,17.02325814,771,2
2.40541,1.608779,1279.202344,2.0045261,3768,4.69159,0.552722,12.4507,41.03056817,728.867004,2
28.6503407,4.4802105,9472.16388,9.4200991,5639.5,4.54594,0.883211,11.9901,188.9914515,546.1757094,2
1.7617165,1.9280724,356.4029763,1.5510074,4732.72,4.49669,0.814343,10.6853,32.94976853,1167.524584,2
26.694279,3.7831301,1854.292432,2.6845863,3997,4.6288,0.626722,9.83733,85.00952933,362.5947706,2
32.9373717,2.3059589,3192.142944,2.5336294,3464,4.7864,0.444516,11.2373,64.62668201,260.4416558,1
0.7195712,1.7575219,159.6403985,1.6108417,5910,4.27216,1.2550499,8.89098,30.75025501,2301.939995,1
4.0179805,1.1195616,2808.911842,1.1017624,3166,5.07428,0.194357,12.4289,56.06882807,374.4058708,1
26.1944549,3.8354088,1202.771668,2.9945935,4678,4.60838,0.709927,11.0384,34.41698061,439.4509003,1
2.1408063,1.569,628,2.59639,5372,4.40929,1,10.3729,54.09355027,1267,1
2.294185,2.750763,697.472004,1.95611,5062,4.62,0.707445,11.3075,49.52374254,1065.391077,0
702.469227,2.3624632,2078.902394,9.883855,6781.59,4.05268,1.88308,10.4105,62.34194863,709.573548,2
2.0074528,0.9340475,20674.11451,7.1639347,3449,4.74578,0.490442,15.1792,156.3532173,680.3415178,2
13.8532745,3.1969542,1068.133055,2.2098839,3893.47,4.58272,0.655766,11.4529,23.05564678,450.7528526,1
,6.1121177,3186.784725,8.2623708,5776,4.51349,0.932735,10.7986,128.5559934,513.0753179,2
760.0530038,6.902,10000,10.8619,5722,4.55,0.89,11.6871,284.7286867,173,2
45.4964928,5.137,9740,8.81795,5722,4.55,0.89,11.6871,239.2530524,475,2
3.2601896,3.835,11570,14.6248,5542.4,4.16,1.36,12.932,391.4937057,1486,2
14.5814997,5.489,5490,9.70874,5830,4.22,1.32,13.1133,72.28075949,905,2
13.62636,3.245,14390,10.048,5260.6,4.58,0.81,13.2573,192.7910594,633,2
16.2601049,1.602,7670,10.1064,5496,4.38,1.05,13.2187,51.96971884,434,2
5.4021326,1.678,6710,23.2699,6312,4.26,1.37,13.3273,98.97083812,1213,2
3.344904,1.3408349,1399.495057,2.2540532,3883,4.71022,0.573953,11.6434,50.68597004,674.5540894,2
23.1678315,4.295,11480,9.49037,5120,4.48,0.88,13.4113,116.5540099,546,2
731.4778512,3.41,5900,11.7782,6250.4,4.44,1.1,11.2245,146.1143763,147,2
5.8586824,2.168,1146,2.35965,4571,4.58,0.72,10.4309,65.22708941,715,2
8.7960328,2.48,23090,9.14959,3695,4.66,0.59,13.6281,279.2249026,475,1
6.8242909,2.787,700,2.23971,3999,4.35,0.87,11.6643,25.59766007,671,0
32.0736228,2.347,145640,9.48121,3176,5,0.24,14.0127,828.6305913,195,2
1.2833113,1.353,4450,9.39506,8055,4.49,1.32,12.574,170.8764859,2118,0
0.358558,0.274,960,8.24018,6813.5,4.16,1.67,11.1947,80.46125066,1546,2
13.4659853,2.936,2100,3.3076,4340,4.59,0.69,12.3681,40.30473459,526,2
19.8628449,1.965,30940,7.82397,3595,4.8,0.43,13.5426,200.0070638,273,2
14.5728985,2.5623497,4464.435989,13.5300683,6025.8,4,1.76095,10.9923,106.6570452,1012.993143,1
5.2782582,3.379,2000,5.6755,5647,4.22,1.29,12.2989,67.21912287,1179,2
33.5383044,3.92217,12623.75453,9.8149834,4947,4.55,0.794396,11.8294,253.7672044,446.1819156,2
4.51125,4.541,760,5.04347,6297.2,3.97,1.91,11.2713,52.0677386,1666,2
3.0650073,1.548,23190,11.1354,3619,4.57,0.69,14.2833,267.56849,633,2
18.6300789,3.4,1620,3.01483,4092.4,4.5,0.75,10.7314,50.2733957,452,2
1.8434549,1.444,4360,8.05828,6457.2,4.44,1.14,13.0348,114.2188679,1618,2
8.9165771,3.224,4360,6.82341,5607,4.45,0.98,13.4794,64.37665108,899,2
3.7349773,3.891,7830,14.1804,5632,4.05,1.57,13.3834,202.7800122,1434,2
8.9109435,1.876,9850,16.5406,5733,4.05,1.57,12.4506,178.1792072,746,2
5.6895053,5.158,3840,12.0705,5707.5,,1.89,11.4972,206.312545,,2
6.9839072,5.076,10050,12.2398,5972,4.31,1.21,10.5704,710.8389935,1249,1
1.2749899,1.146,1140,2.69399,4216.7,4.48,0.78,11.9639,53.35689577,1048,2
12.8665269,6.599,1930,4.59403,5465,4.38,1.05,12.1721,60.77921946,1019,2
2.6085851,1.573,8610,13.9108,6331,4.25,1.38,12.136,300.9755801,1422,2
4.7974601,5.952,4890,10.4912,6549.4,4.21,1.51,13.2201,142.7148187,1852,2
9.2271917,3.781,5540,9.80232,5899,4.23,1.32,12.826,97.72188793,956,2
5.9900508,2.104,3680,4.71645,4119,4.51,0.74,12.1765,92.35585421,621,2
0.3642961,0.689,3430,15.3432,6164.3,3.83,2.17,13.2995,127.1739352,2276,2
1.9784368,2.359,39470,22.5379,6337,4.44,1.11,13.4913,1032.063741,1643,2
6.2948747,1.878,16707,6.67951,3584,4.71,0.53,14.7371,121.8203968,487,2
5.4368408,4.473,1020,6.11754,6246,3.96,1.91,11.2785,63.10276226,1496,2
6.3980642,2.004,1656,2.62025,4695,4.5,0.63,8.5925,110.5103449,671,1
18.8792871,3.262,1199,1.99787,4695,4.5,0.63,8.5925,51.04167394,502,1
10.717359,2.784,22680,12.4655,5047,4.55,0.8,13.1922,290.0122956,654,2
9.5197732,2.636,2200,3.89219,4541,4.52,0.77,13.3757,25.15556807,667,2
5.4853379,1.964,12040,13.6635,6054.4,4.33,1.21,13.4409,163.0838561,910,2
0.5736183,0.793,670,6.063,6711.9,3.94,2.12,11.6494,45.1070134,2080,2
11.1801504,4.364,2220,6.89187,6413,4.21,1.47,11.2399,87.33615955,1024,2
5.9133875,2.019,980,2.3864,4374.8,4.54,0.74,11.0737,40.03575089,669,2
1.236949,0.358,8250,9.84184,4660,4.56,0.75,13.3591,137.30743,623,2
3.2750907,3.09,6510,11.2041,5859,4.21,1.33,13.1953,175.1495272,1414,2
6.4424263,2.604,1430,3.14002,4661,4.5,0.8,12.6975,31.40872236,769,2
4.019251,1.354,11830,13.7216,5904,4.34,1.16,13.4584,161.6417149,874,2
10.778833,3.416,1130,2.6584,5391,4.52526,0.84,9.5273,69.61713071,791,1
0.4465713,1.077,294,1.48867,5391,4.52526,0.84,9.5273,56.16733873,2262,1
25.7122157,5.9710228,1151.454738,2.8781392,5391,4.52526,0.840576,9.5273,66.31854408,331.7873984,1
,6.6489216,914.6281731,3.1858058,5391,4.52526,0.840576,9.5273,55.58836855,156.6701468,1
7.9454767,1.493,36680,9.87351,3714,4.73,0.51,14.8686,194.3853835,386,2
11.3630224,3.031,1048,2.39002,4741.1,4.54,0.77,12.1235,22.87351963,638,2
26.7159918,4.7591848,1252.007124,2.7358038,4741.1,4.54,0.773317,12.1235,24.2123438,460.2637972,2
7.1314563,2.809,7550,7.98487,4701.6,4.43,0.88,13.1082,123.4545771,759,2
12.782983,2.762,8060,9.1313,5594,4.46,0.97,11.7963,195.2385728,651,2
4.172202,2.263,1980,3.23281,4313,4.53,0.73,13.0076,43.04540912,817,2
11.7672708,3.098,13190,15.2219,6205,4.43,1.1,13.0669,188.4882349,961,2
2.0034478,1.285,24660,10.9523,3927,4.61,0.65,14.6877,274.3090018,769,1
3.154201,2.857,7690,12.0524,5771.5,4.18,1.36,13.0537,212.3489906,1372,2
3.5254325,3.31,5790,17.2611,5497,4.23,1.25,12.9882,165.907236,1904,2
37.9984529,5.928,3050,7.69928,5839.5,4.18,1.38,10.7131,126.0368917,588,2
3.9306027,1.196,1048,1.26995,3505,4.90573,0.36,8.74094,66.17077865,561,1
3.2856588,2.384,17910,12.5808,4898.9,4.43,0.91,11.9683,744.7276051,1030,2
39.9753375,6.088,9160,14.1085,5989,4.16,1.45,12.64,157.9416035,578,0
3.0594206,4.191,2000,9.6239,5414,3.75,2.14,13.2859,60.10596402,1637,2
3.6636707,1.167,3890,8.91486,5286,4.18,1.28,13.1388,61.75011871,825,2
13.7317565,3.831,2095,4.07678,5342,4.57,0.83,10.0326,95.21028184,986,2
3.3903593,2.168,877,2.27887,5342,4.57,0.83,10.0326,84.80431944,1108,2
7.8854383,3.083,796,2.23283,5342,4.57,0.83,10.0326,56.20878593,873,2
21.4904723,3.802,985,2.43328,5342,4.57,0.83,10.0326,44.59498624,603,2
3.4645195,4.649,410,10.4699,6351,3.78,2.4,9.1189,55.12852811,3624,2
716.2159783,2.267,9757,9.73397,5699,4.46,0.98,9.80675,346.2627808,428,2
7.5575607,2.0233141,17756.87661,12.4415238,4893.71,4.57637,0.762768,12.0051,409.5459218,712.7913321,2
4.3415097,1.7793909,103523.6918,,3427,4.438,,14.4733,1016.142945,662.4423636,2
2.2853731,1.022,1410,3.93456,5299,4.48,0.91,10.4671,89.86377336,1157,2
731.9380939,3.7406486,3290.070552,6.5656892,5383,4.42352,0.983025,10.4397,122.490502,463.2033538,2
3.2220038,3.262,536,2.0774,5382.4,4.47,0.93,10.3331,55.35992703,1541,2
2.2438471,2.574,10310,14.2892,6458,4.31,1.33,9.32423,1350.570648,1690,1
4.2342153,2.5166257,6137.406987,7.0962994,5061.9,4.49667,0.859778,10.9016,371.1193593,940.7111326,1
17.2837172,3.8104834,2759.693181,6.4100045,5600,4.26703,1.21154,11.1586,74.47226881,753.0224536,2
2.2054776,1.633,28280,9.6722,3770,4.71,0.53,14.9839,297.2671148,788,1
