koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_model_snr,koi_teq
0,175.358905,5.34,2.1500e+02,2.9,5109,3.757,2.02,13.385,9.1,420
2,0.582895412,1.0528,5.8750e+02,5.87,6263,4.46,1.009,14.972,87,2347
2,0.496069986,1.5568,1.2880e+02,10,5096,2.435,8.769,15.357,22.1,6285
0,12.42618005,28.1949,1.5228e+03,3.48,4624,4.619,0.684,15.889,113.1,551
0,2.189090653,5.2094,1.0271e+03,23.25,5401,4.593,0.777,15.875,78.3,1185
1,5.33905606,1.6415,7.5550e+02,1.9,5057,4.573,0.704,15.362,28.9,817
0,1.99492332,5.898,7.7700e+01,0.94,5957,4.498,0.971,15.634,11.1,1451
1,23.2218115,2.744,2.1040e+02,2.42,5808,4.185,1.374,14.128,16.9,746
0,3.351573993,2.8758,5.4546e+04,24.15,5984,4.408,1.033,17.279,192.4,1282
0,8.097050622,5.6736,6.5620e+04,24.01,5753,4.423,0.894,16.474,404.9,891
0,2.119107262,7.5384,1.2465e+05,77.23,6381,4.155,1.423,15.812,347.3,1851
2,5.24088367,3.3656,8.5312e+03,12.74,6452,4.241,1.305,14.014,385.7,1320
0,0.887691177,1.644,3.7300e+01,1.53,5500,3.775,2.491,12.386,20.8,2709
1,142.545,8.75,9.0540e+02,2.52,5642,4.542,0.846,15.99,13.7,318
1,240.7990472,16.666,5.0229e+03,10.31,5758,4.168,1.385,14.822,170.1,342
0,0.888584158,2.25012,4.1271e+05,43.7,4324,4.639,0.616,17.375,691.2,1211
0,0.865959015,1.9058,2.9127e+05,144.5,4561,4.788,0.469,16.44,620.8,1162
0,0.594276199,2.0188,2.2074e+05,266.99,4756,4.603,0.667,15.985,285.2,1564
0,1.527491117,7.9136,3.3546e+04,27.85,4273,4.652,0.595,15.935,298.6,988
0,0.566814046,4.049,4.2100e+01,0.56,5724,4.53,0.827,14.225,23.8,2039
0,0.61496383,1.93053,3.5805e+05,44.79,4509,4.612,0.663,17.453,806.5,1460
0,161.253747,25.322,2.5984e+03,4.98,5570,4.573,0.803,15.397,54.7,295
0,2.974163938,1.7423,9.0282e+04,34.74,5780,4.438,1,19.294,88.6,1266
0,15.84131693,1.8156,2.6177e+03,670.04,4993,2.399,19.695,13.724,38.2,2252
2,6.13074243,2.84,1.4610e+02,1.26,5741,4.556,0.833,14.523,9.9,916
1,9.2075634,3.365,1.2431e+03,5.5,5678,4.215,1.303,14.026,43.4,972
1,2.5903958,2.088,3.3090e+02,2.55,5678,4.215,1.303,14.026,18.3,1484
1,5.3235335,2.714,3.4240e+02,2.69,5678,4.215,1.303,14.026,14.6,1167
0,0.831741499,2.297,1.2311e+03,41.62,6343,4.408,1.14,15.61,110.9,2198
0,4.44737112,19.45,2.2440e+02,2.06,5472,4.382,0.981,14.016,93,1068
0,12.89301802,3.30029,1.6033e+04,62.52,6387,4.178,1.408,15.517,453,1004
2,5.44085762,2.119,1.3750e+02,0.97,5519,4.59,0.762,14.81,9.3,892
0,4.532416322,3.2864,3.4953e+04,62.25,6306,4.283,1.281,16.028,175.6,1328
0,2.26631937,3.16,,,,,,16.028,,
0,1.160153553,2.16452,1.2302e+04,60.47,6200,4.161,1.382,15.149,552.8,2183
0,4.032760214,2.7194,1.0803e+04,378.61,4969,2.899,9.433,14.734,150.9,2582
0,3.723552982,3.5632,4.0143e+04,18.83,6063,4.51,0.89,16.72,145.7,1176
2,6.714247798,3.3304,3.2213e+04,14.78,5159,4.508,0.8,17.376,145.9,809
0,2.21396079,3.452,1.1940e+02,0.87,4922,4.505,0.823,15.844,9.6,1123
0,11.35501209,14.557,1.9675e+04,8,4594,4.679,0.567,14.772,221.4,534
0,1.195515251,5.0834,8.0544e+03,49.33,6040,4.271,1.155,13.998,309.1,1959
2,2.60720833,2.6452,3.1497e+03,7.31,6366,4.352,1.236,14.103,185.3,1561
0,5.80184753,3.9551,2.2143e+04,14,5687,4.426,0.921,16.605,118.1,989
0,2.38404983,3.2849,3.1273e+05,66.14,5780,4.438,1,19.319,195.3,1363
0,5.24078259,5.238,5.9260e+02,24.73,6192,4.503,0.917,14.483,58.1,1080
0,5.26641416,2.4404,2.2380e+02,2.62,6338,4.087,1.602,12.859,37.8,1421
1,1.847892736,1.8904,3.2330e+02,1.51,5763,4.557,0.842,14.216,53.3,1374
0,0.604358764,1.0423,3.8731e+04,23.28,3569,4.82,0.427,16.182,236.8,997
0,11.3775281,12.918,1.6513e+03,82.26,6943,4.162,1.66,13.93,38.2,1177
0,0.7981968,2.22035,2.5762e+05,62.38,5780,4.438,1,17.579,453.9,1963
0,0.695954898,1.469,3.1810e+02,2.58,6737,4.243,1.425,13.496,8.5,2740
0,0.948951607,4.3809,4.5846e+05,115.31,5780,4.438,1,18.241,437.1,1853
0,19.37070781,2.2466,6.5320e+02,108.54,5321,3.416,4.335,12.956,38.4,1180
0,14.46993942,7.455,1.2353e+03,85.84,4735,2.715,9.043,14.962,41.9,1713
0,1.278555003,1.4247,1.4780e+03,5.19,5636,4.557,0.827,15.643,93.8,1515
1,1.226223959,2.1689,5.6100e+01,1,5855,4.148,1.34,13.8,18.9,2024
0,2.244600029,1.9204,8.6110e+03,27.47,5256,4.502,0.802,14.731,42.6,1190
0,181.8521773,5.7725,2.7559e+04,46.38,6063,4.476,1.012,15.684,293.8,333
0,223.1127475,8.9683,1.1539e+04,46.33,6211,4.389,1.056,14.38,224.5,332
0,15.64064161,6.4524,2.7331e+05,77.18,6517,4.279,1.374,18.231,206.3,921
1,6.8873113,2.214,8.5300e+01,0.72,5208,4.563,0.772,12.957,8.1,788
0,1.103978,0.74,,,,,,17.362,,
0,43.8496474,2.217,4.5230e+02,21.42,4893,2.644,10.363,13.457,8.3,1286
0,0.752158047,2.42733,3.7879e+04,106.66,5770,3.844,2.221,14.082,510,2869
0,3.796488133,11.0659,3.0076e+03,40.83,6137,4.46,1.018,15.534,193.4,1233
2,17.7476059,5.066,8.7700e+02,146.63,8992,3.535,4.832,11.5,7.6,1998
0,1.233076007,12.506,1.3924e+03,31.39,5602,4.571,0.817,15.402,129.3,1513
0,21.5135234,77.983,1.5838e+03,534.47,5088,3.508,3.318,10.63,171.5,1006
0,19.4444573,5.509,1.8230e+02,1.53,6278,4.425,1.081,15.835,7.1,749
0,1.1910489,1.3738,1.3911e+03,22.76,5089,4.58,0.693,15.637,46.1,1348
0,0.546248198,2.1081,1.1453e+05,54.23,5780,4.438,1,18.55,263.1,2227
2,2.18565886,1.966,3.5600e+01,0.44,4997,4.598,0.746,12.906,11.1,1087
0,1.811966339,3.792,4.0810e+02,95.19,5904,3.602,3.348,13.493,36.3,2573
0,66.1539783,5.896,6.9510e+03,9.69,6077,4.471,0.999,15.52,57.7,468
0,158.3226379,2.1881,4.8630e+03,25.41,4340,4.67,0.572,15.557,34.5,211
1,3.93276627,2.9403,2.3490e+02,1.5,5688,4.415,0.971,14.534,30.7,1140
1,198.680859,8.282,6.4540e+02,2.79,5330,4.366,1.013,15.001,16.6,297
0,1.592634161,8.9488,1.5516e+05,100.2,6574,4.061,1.768,14.915,1207.6,2255
0,3.31577795,4.2349,9.4567e+04,27.77,5528,4.516,0.849,17.772,124.6,1104
0,2.990252395,7.8462,2.1644e+05,89.85,5780,4.438,1,17.9,541.7,1264
0,2.08043378,7.708,6.8612e+03,510.48,6377,4.399,1.119,13.858,289.1,1629
0,4.944046127,4.50334,1.1250e+05,54.29,5780,4.438,1,16.237,537.2,1069
0,4.464565251,4.0221,7.4112e+04,43.21,5743,4.553,0.853,17.296,286.4,1024
0,1.523298835,5.9083,1.9507e+05,38.95,5311,4.469,0.866,17.38,174.4,1404
0,3.539631353,1.5372,1.2297e+03,39.34,7021,3.759,2.629,12.305,163.5,2214
0,6.195861785,2.6078,3.5098e+03,215.89,5608,4.573,0.813,15.431,83.5,883
0,0.566805514,4.367,8.5300e+01,0.82,5115,4.439,0.917,14.943,25.1,1920
0,27.961084,3.8741,6.2682e+03,21.5,6770,4.249,1.361,14.069,106,796
0,186.5168116,3.1968,5.7524e+03,37.5,5018,3.639,2.99,13.529,126.9,452
0,197.1455327,2.1145,5.6640e+03,72.16,7214,4.093,1.935,12.962,56.8,498
0,0.532087933,3.45028,5.1037e+05,74.83,5780,4.438,1,18.852,1069.5,2247
0,3.204222652,2.7952,8.9840e+02,23.55,5139,4.609,0.741,15.341,45.5,979
0,0.687898282,3.96401,2.9350e+05,55.58,5780,4.438,1,17.49,1571.6,2062
0,2.178154774,3.5302,6.6260e+02,19.46,5515,4.624,0.712,14.489,89.2,1180
0,0.99466172,1.576,1.3705e+03,31.84,5750,4.332,1.021,14.997,21.5,1898
0,359.00688,32.16,2.0158e+03,28.57,5715,4.537,0.834,15.164,35.3,237
1,1.138548215,2.1482,6.6200e+01,1.45,6520,4.01,1.713,13.194,31.5,2537
0,121.0598037,3.112,1.5630e+03,1680.99,3942,1.101,60.688,13.353,16.6,1792
0,0.721335207,1.509,3.1800e+01,0.54,6328,4.489,0.948,13.982,12,2162
0,3.28274272,8.9,2.9280e+02,1.85,5741,4.533,0.82,14.518,68.2,1136
0,1.231361934,5.433,4.7100e+02,2.93,6095,4.378,1.016,15.277,94.7,1839
1,89.7224125,10.963,2.6370e+02,2.21,6429,4.241,1.262,13.838,25.6,508
1,7.12766417,2.491,2.2920e+02,1.21,5159,4.548,0.821,14.839,16,784
0,2.080431782,7.4997,8.9420e+05,345.7,8344,4.04,2.115,16.448,1585.2,2719
2,3.52364689,3.439,7.4200e+01,0.94,6269,4.412,1.085,14.46,8.5,1330
0,1.157804607,4.66082,6.0571e+05,118.11,6510,4.219,1.425,14.62,1837.9,2255
0,19.979098,10.5638,3.8418e+04,22.98,5907,4.296,1.126,16.299,449.1,739
0,1.433262401,6.2205,4.2856e+05,136.47,7311,4.013,1.959,17.719,599.8,2691
0,23.8706941,3.4812,6.3863e+03,49.6,6022,4.308,1.166,14.219,114.8,711
2,4.78850084,2.099,6.6500e+01,0.63,5208,4.563,0.772,12.957,7.2,889
0,0.566769068,3.011,4.0000e+01,1.06,5496,3.998,1.533,14.447,14.9,2661
0,6.2820426,7.941,1.4130e+03,23.76,6635,3.511,3.798,11.059,103.3,2021
0,0.97430309,2.1088,3.4976e+04,37.62,5688,4.583,0.786,15.783,224,1643
2,141.7340306,1.5851,7.7364e+03,10.3,5606,4.478,0.918,13.891,157.4,329
0,119.686505,29.33,8.4270e+02,23,5715,4.537,0.834,15.164,27.1,341
0,53.556625,16.18,3.9630e+03,26.31,7643,3.639,3.618,11.142,22.1,1076
2,433.220461,2.725,7.2510e+02,2.07,5232,4.519,0.777,14.546,9.5,203
1,1.210693626,1.434,1.5910e+02,0.99,5014,4.559,0.756,12.914,41.6,1351
1,1.090011003,1.5,1.7480e+02,1.04,5081,4.596,0.77,15.753,12.6,1402
2,18.2572722,3.434,1.5750e+02,0.94,5014,4.559,0.756,12.914,17.3,547
1,34.2115022,4.947,2.7380e+02,1.15,4955,4.61,0.721,14.017,20.7,427
0,7.061149921,3.33515,1.3126e+05,43.71,5585,4.564,0.798,17.115,631.5,842
0,2.682767439,4.58143,3.9441e+05,70.67,5780,4.438,1,17.743,508.4,1310
0,3.711012492,3.3394,7.5598e+03,46.24,6141,4.365,1.117,13.789,257.4,1310
0,1.780982447,3.4297,3.5770e+05,60.45,5780,4.438,1,16.485,324,1502
0,1.815632406,3.35773,6.1574e+04,108.78,9954,4.07,2.408,14.42,1413.9,3429
0,205.5833309,6.0353,2.4872e+04,42.69,6328,4.516,0.915,15.247,216.1,323
0,4.309067482,2.21,2.3647e+04,101.41,4897,4.526,0.789,16.77,82,882
0,36.4721523,2.673,5.2600e+01,0.7,5853,4.529,0.895,11.894,7.7,527
0,111.0396205,25.751,9.3562e+03,8.6,5470,4.509,0.777,14.587,201.9,335
0,3.187087241,7.2897,1.2909e+05,928.96,4599,2.137,23.673,16.988,197,4037
0,1.023470248,2.3804,1.2953e+05,100.39,5780,4.438,1,17.506,262.2,1807
0,0.875267982,1.6038,1.1701e+04,39.19,5821,4.402,0.898,15.207,44.9,1910
0,5.55260695,4.1178,7.2760e+02,2674.69,3306,0.273,116.965,9.687,60.7,6436
0,2.347479696,26.25,8.1996e+04,60.5,5891,4.305,1.138,14.177,261.1,1502
0,1.13353095,3.17,1.8500e+01,0.49,6318,4.36,1.121,13.145,11.1,2006
0,0.890745373,1.9215,1.2003e+05,36.92,5780,4.438,1,18.59,239.6,1892
1,440.7843755,21.693,2.5790e+03,7.23,6340,4.163,1.393,13.771,181,308
0,2.723858181,1.4313,5.4970e+03,7.13,4416,4.57,0.733,15.561,23.8,900
0,0.635441862,1.9827,1.4761e+05,56.3,5780,4.438,1,16.675,317.1,2118
0,3.255189932,2.7117,1.1920e+02,1.39,5807,4.23,1.256,13.088,38.3,1390
0,2.531140101,20.399,1.1786e+04,32.12,5325,4.607,0.75,15.209,304.2,1100
1,0.938750221,1.3568,2.8070e+02,1.46,5497,4.527,0.886,14.86,47.4,1676
0,2.992704682,1.2585,3.6110e+02,7.86,5908,3.497,3.915,13.957,39.9,2328
0,6.12810722,2.824,2.3360e+03,39.52,7245,4.158,1.667,13.186,17.5,1513
0,2.115511511,8.5116,2.5805e+04,36.16,4188,4.615,0.661,15.582,153.3,897
0,2.446736567,5.0201,4.1586e+05,71.52,5780,4.438,1,17.991,1037.3,1351
0,21.3779536,24.872,2.5524e+05,173.18,4905,3.3,3.484,19.065,101.9,1062
0,4.350460215,2.5276,5.0424e+04,533.08,6585,4.208,1.416,15.929,247.2,1472
0,22.77194512,10.1995,3.0246e+04,251.93,5073,3.02,4.61,13.436,208.6,1254
1,67.844689,11.757,2.1120e+02,2.65,5878,4.005,1.812,13.996,18.9,592
1,27.3214242,4.836,2.7960e+02,3.61,5592,4.115,1.451,14.513,14.9,705
0,9.84883968,5.7425,2.2012e+04,63.42,6938,4.281,1.31,16.35,236.6,1134
0,10.23335969,7.55,,,,,,11.614,,
0,227.6625222,5.5072,1.3895e+04,44.24,6124,4.414,1.007,14.984,227.5,319
0,1.06100873,2.6715,6.3671e+03,9.14,5080,4.417,0.947,15.564,174.9,1568
0,0.623393802,1.40392,3.0192e+04,28.21,4330,4.628,0.639,16.18,867.8,1379
1,0.65355361,1.63,4.5959e+03,22.95,4550,4.622,0.66,15.692,217.4,1437
1,2.3702932,1.666,2.2480e+02,1.29,5668,4.545,0.868,15.54,7,1256
0,0.566793534,4.714,9.2400e+01,122.64,3420,0.269,138.056,11.476,40.4,14667
0,1.873380717,10.1083,5.3872e+05,89.79,5992,4.283,1.171,14.807,1513.7,1669
0,1.87337894,9.1328,5.4440e+03,51.11,4740,2.9,5.721,12.708,223.1,2925
0,7.50023955,2.916,2.7320e+02,21.06,5849,4.517,0.919,13.61,29,901
0,23.6270348,11.481,8.4330e+03,21.71,5305,4.477,0.857,16.375,78.4,560
0,0.716709897,0.7466,9.3250e+02,66.73,5173,3.471,2.742,12.224,47.6,3124
0,2.248063246,5.1297,6.3170e+02,30.38,6325,4.409,1.112,14.434,87.9,1566
0,63.3278636,47.0744,1.1515e+04,54.17,4919,2.979,5.198,10.42,619.6,896
1,219.3215562,12.4124,3.6287e+03,6.11,6063,4.476,1.012,15.273,93.8,313
0,245.4382021,14.502,1.1312e+04,19.17,5637,4.383,0.99,12.777,844.7,289
0,178.4129899,2.9298,3.7510e+04,33.24,6078,4.346,1.148,13.944,535.1,361
0,178.44973,12.86,,,,,,13.944,,
0,2.192004364,3.075,9.9583e+04,37.56,5306,4.642,0.687,16.654,298.7,1118
0,3.900109346,3.9037,1.2619e+05,40.37,5791,4.424,0.969,16.597,448,1160
0,1.471060209,4.3708,1.4844e+05,165.15,8749,3.806,2.911,15.009,563,3693
0,0.73553763,2,,,,,,15.009,,
0,213.3990406,6.5043,1.3930e+04,35.2,6960,4.069,1.83,13.381,370.9,468
0,6.40802979,2.9288,7.7841e+03,51.44,6261,4.293,1.194,14.078,108.2,1157
2,2.38920105,3.15,,,,,,15.366,,
0,0.962835804,4.9844,1.4328e+04,458.02,3982,1.464,32.244,10.82,209.2,7100
0,4.639602084,3.4636,2.5079e+04,19.96,6078,4.223,1.194,16.803,131,1285
0,2.991885335,7.4319,1.3569e+03,3.94,5750,4.464,0.839,14.011,160.2,1209
0,1.327471395,5.2334,5.6738e+03,7.08,5232,4.519,0.777,15.818,218.7,1395
0,0.566792595,2.637,1.9900e+01,0.5,6277,4.322,1.121,12.982,9.4,2548
0,1.247156944,2.6779,1.3476e+05,26042.9,4770,2.605,9.67,17.474,92.4,4120
2,288.3128666,5.419,1.1181e+04,13.21,5672,4.252,1.22,15.999,96.8,300
0,2.119100054,8.2163,1.6511e+03,34.34,6292,4.426,1.078,13.835,195.7,1571
0,1.466535757,0.8222,1.3464e+03,4.28,5888,4.387,1.02,15.446,86.1,1671
0,8.870415578,1.2864,8.7310e+02,39.46,6022,4.027,1.514,13.579,43.8,1151
0,1.49131759,4.721,2.5800e+01,1.26,6014,3.782,2.429,13.953,10.3,2475
1,19.57783279,1.9857,4.3260e+02,1.96,5620,4.533,0.884,12.624,37.2,621
0,3.04476607,9.568,2.7260e+02,15.7,5627,4.568,0.818,14.506,67,1126
1,70.9672087,6.9623,7.8470e+02,2.84,5818,4.464,0.986,12.72,69.3,438
0,4.45543346,5.116,2.4568e+05,51.69,5780,4.438,1,17.046,508.6,1106
0,14.32388995,4.83729,6.9072e+04,45.93,5853,4.529,0.895,16.095,834.3,720
0,20.42723232,3.46429,1.2181e+05,601.32,6167,4.354,1.121,16.677,526.6,749
2,106.18732,10.29,2.6610e+02,231.85,3287,0.114,152.969,10.028,8.6,2660
1,105.6552651,9.39,1.3669e+03,4.22,5741,4.331,1.136,15.356,42.3,407
0,4.029803201,4.4301,1.9107e+05,47.58,6024,4.385,1.078,16.936,352.3,1233
0,1.303858554,4.36797,1.2664e+05,73.29,6282,4.207,1.343,15.475,904,2080
2,9.74765878,2.62,1.0200e+02,0.78,5176,4.612,0.738,14.29,11.6,679
1,3.18899015,2.722,6.6200e+01,0.98,5700,4.327,1.176,13.351,18.4,1309
2,309.89103,16.4,3.2130e+02,2.15,6450,4.386,1.155,14.706,10.7,314
0,1.570518376,3.2035,2.2132e+03,450.76,5314,2.782,11.82,10.055,76.7,4106
0,115.9943364,2.4136,3.7571e+04,13.66,4530,4.566,0.735,15.852,102.4,265
0,0.623441636,1.46001,1.9340e+04,29.19,5319,4.612,0.654,15.626,164.7,1711
0,14.5417471,5.6067,1.0886e+03,163.25,5032,3.042,5.922,13.763,71.2,1494
0,2.81753381,2.1551,3.8360e+03,52.91,6313,4.325,1.098,14.248,39.3,1494
1,0.762132307,1.22,6.3700e+01,0.75,5594,4.489,0.934,14.305,11.5,1872
0,56.6993107,7.0706,5.8247e+03,539.16,4727,2.497,13.547,11.356,76.3,1261
0,161.252247,23.467,2.1859e+03,4.49,5555,4.502,0.811,14.178,84.1,303
0,0.867719291,6.323,2.6518e+03,37.79,6220,4.398,1.056,14.445,157.1,2106
2,1.803697292,1.5922,6.9700e+01,1,6438,4.33,1.166,10.762,25.8,1783
0,0.84112187,2.0431,7.5070e+04,39.34,5048,4.571,0.707,16.055,89.7,1514
0,0.828326025,1.42721,1.0718e+04,49.67,5400,4.382,0.978,15.044,164.5,1845
0,1.219324537,4.7501,3.7906e+05,60.62,5455,4.458,0.897,16.4,241,1569
0,2.401751509,2.0835,2.5044e+04,268.75,4577,4.688,0.557,15.927,83.1,888
0,36.97709537,5.2063,2.1714e+05,59.66,5780,4.438,1,17.066,204.9,546
0,16.37188364,3.44467,6.5927e+04,70.73,5642,4.114,1.415,15.879,639.8,840
0,2.617284592,9.5545,2.3145e+05,162.67,5510,3.641,2.649,16.304,1215.2,2013
0,10.14873521,5.603,1.1612e+05,71.11,6366,4.239,1.296,16.798,250.9,1045
0,2.897436854,3.2833,2.8981e+05,64.69,5780,4.438,1,17.687,274.2,1277
1,5.546083089,2.717,2.2110e+03,22.27,7358,3.538,4.037,12.252,56.4,2336
0,6.87366398,7.0845,9.7669e+03,12.01,5662,4.575,0.805,15.933,143.2,859
0,6.87366412,4.85,,,,,,15.933,,
0,0.668483494,2.4129,7.2277e+05,138.76,5780,4.438,1,18.792,334.3,2082
0,1.070272827,4.2844,9.8865e+03,28.73,4628,4.651,0.653,15.926,284,1224
0,0.977170246,3.4842,1.5110e+02,5.08,5596,3.48,3.938,12.439,94.5,3226
0,1.135930136,4.5036,2.7247e+04,52.05,6247,4.489,0.954,15.524,551.7,1836
0,1.801863222,7.2492,2.6258e+05,145.36,7479,3.919,2.324,12.796,463.4,2721
0,54.77145968,37.1871,7.2248e+03,34.32,5145,3.466,3.866,13.939,751.1,777
0,1.674690886,2.0179,5.2740e+02,29.78,6397,4.331,1.157,13.593,118.6,1813
2,1.013774136,1.2774,3.3878e+04,18.59,3644,4.871,0.389,16.758,166.8,827
2,290.1401717,2.1583,4.8360e+03,11.58,5631,4.212,1.263,13.906,69.1,304
1,161.515617,6.548,2.2153e+03,2.88,4243,4.637,0.641,15.561,25.2,211
0,2.112405306,2.5845,4.8900e+02,19.01,5562,4.601,0.756,14.811,42.2,1225
0,1.870990236,1.8432,6.4260e+02,26.1,6384,4.419,1.086,15.546,37.4,1668
0,5.56648691,10.931,6.9490e+02,43.67,4694,2.564,12.701,9.837,103.6,2618
0,1.33253834,3.737,6.2400e+01,0.64,5520,4.572,0.818,15.627,9.7,1453
0,1.241483276,2.195,1.4100e+02,27.25,6140,4.394,1.053,13.482,32,1847
0,3.01551943,3.1713,1.5958e+05,155.81,5299,3.672,2.761,17.357,367.3,1837
0,2.112395777,2.7714,2.6260e+05,115.26,5780,4.438,1,17.388,243.2,1419
1,14.8444836,6.091,1.7790e+02,2.49,6642,4.057,1.846,12.345,10.5,1092
0,2.252417903,1.9767,3.2296e+04,27.09,3979,4.699,0.544,15.625,129.5,782
0,2.900613144,3.7357,1.6548e+05,38.63,5977,4.472,0.931,16.943,617.7,1289
0,174.7697122,2.3569,6.8139e+04,38.79,5704,4.575,0.804,15.549,100.4,294
0,31.43284649,5.3541,1.7887e+05,57.21,5780,4.438,1,17.481,154,577
2,1.72110057,1.922,2.9700e+01,0.7,5700,4.327,1.176,13.351,9.3,1607
0,9.72675447,19.6214,6.6416e+03,995.22,6327,3.84,2.433,13.211,366.4,1363
0,8.096939227,2.8833,1.4289e+05,68.48,6572,4.208,1.418,17.637,177.9,1194
0,0.64234865,2.1184,3.9597e+04,25.76,5441,4.553,0.791,16.639,231.7,1829
0,130.4194187,4.165,2.2909e+03,57.51,5770,3.946,1.685,11.241,90.4,473
0,1.78526527,6.2233,1.7331e+03,41.19,6505,4.342,1.228,14.026,123.1,1815
0,4.8591441,3.8588,2.1836e+03,6.9,6586,4.361,1.207,14.113,81.6,1303
0,5.95077813,5.6,7.6180e+02,32.26,5122,2.886,9.828,12.861,71.9,2366
0,99.673478,0.968,2.4960e+03,576.14,4932,4.777,0.492,15.801,12.6,262
2,4.7425521,1.11,3.5830e+03,7.27,6161,4.454,1.053,15.432,10.9,1159
0,0.955297055,1.7405,8.4610e+02,18.16,5319,4.548,0.734,15.45,67.3,1550
0,280.476576,32.24,6.5120e+02,3.16,5869,4.528,0.892,13.608,38.7,268
0,152.8255989,22.688,2.1735e+03,34.85,4991,2.933,7.506,13.226,98.9,734
2,47.1096306,5.741,7.5220e+02,78.98,5258,3.597,2.78,13.731,35.1,751
1,2.41660149,1.9699,8.3600e+01,0.92,5705,4.444,1.026,12.737,33.7,1343
0,4.252082243,2.7543,8.2905e+03,33.14,5802,4.492,0.794,15.286,254.8,1064
0,14.18022831,4.5344,1.7274e+05,62.41,6289,4.33,1.142,17.427,472.3,873
1,282.5253558,10.7965,9.7464e+03,8.98,5725,4.506,0.913,12.62,696,264
0,1.87887673,6.60887,8.2439e+05,148.25,6569,4.281,1.235,13.244,3176.9,1846
0,17.79391159,4.3194,9.3395e+04,33.3,5780,4.438,1,16.328,247,697
0,7.942583252,7.0612,8.8327e+04,219.02,5516,3.765,2.178,15.994,855.4,1285
0,15.85231085,4.8707,4.3786e+05,679.44,5780,4.438,1,17.518,252.4,725
0,2.415925551,9.7769,5.6097e+05,300.82,8796,3.711,3.278,14.467,1598.3,3329
0,0.656201038,4.17901,1.7486e+05,112.77,6025,4.472,0.999,15.168,2065.8,2157
0,2.617280959,9.661,3.0899e+03,395.94,6432,4.207,1.345,13.306,262.4,1689
2,18.577903,20.11,9.9800e+01,1.36,6432,4.207,1.345,13.306,6.6,879
0,1.412524016,5.74859,1.7578e+05,68.92,6690,4.375,1.174,14.964,1475.4,1978
0,5.77676732,6.822,5.7948e+03,26.2,4401,4.621,0.645,15.466,74.1,670
1,88.40678718,12.3079,1.7244e+03,4.55,5611,4.388,1.073,12.16,328,410
0,3.635723653,2.1862,8.0000e+01,1.23,6422,4.249,1.295,11.826,43.1,1478
0,369.181947,3.239,9.1300e+02,2.6,5959,4.546,0.859,14.433,9.9,245
0,45.3968385,4.477,1.3552e+03,21.23,5649,4.633,0.705,15.024,38.9,437
0,15.160166,5.856,3.0790e+02,2.09,5940,4.3,1.191,13.59,26.1,821
0,2.63009438,11.226,3.8890e+02,25.55,6338,4.418,1.091,14.651,69.4,1480
0,9.40527028,2.076,4.7090e+02,25.39,6347,4.464,0.996,14.685,20.7,938
0,4.15713766,1.808,7.7000e+01,1.17,6470,4.301,1.324,12.28,9.2,1401
0,3.2136904,2.205,5.5800e+01,1.22,6184,4.151,1.579,12.618,19.2,1591
0,2.87066026,1.541,4.5080e+02,1.72,5910,4.578,0.796,15.413,13.2,1196
0,31.24611088,4.76,,,,,,14.706,,
0,82.37208458,6.35,,,,,,14.688,,
0,0.991105114,2.2137,2.8639e+05,36.87,4769,4.673,0.578,16.948,273.8,1257
0,12.42558039,57.2012,1.1310e+03,21.34,4594,4.58,0.743,14.652,58.8,563
1,138.944022,10.611,5.3020e+02,2.57,6014,4.362,1.115,14.208,28,384
0,12.4260454,27.7691,5.8210e+02,2.64,5645,4.569,0.817,15.604,55.7,706
0,12.4260002,30.1966,4.6860e+02,2.39,5645,4.569,0.817,15.604,47.8,706
0,1.50650136,3.1126,6.6900e+01,0.8,5607,4.381,0.948,12.903,41.9,1562
2,0.968026356,0.7143,2.1270e+02,1.78,6469,4.385,1.193,14.479,32.6,2167
0,1.179969562,1.9745,1.1093e+03,120.02,5500,3.491,3.899,12.989,277.9,2960
0,10.10176739,2.1267,6.0170e+02,26.09,6058,4.54,0.867,14.694,28.8,829
2,10.57910009,1.4553,3.2930e+02,2.03,6323,4.418,1.093,14.572,17.9,929
1,1.480283464,2.486,6.0500e+01,0.97,5897,4.25,1.259,13.522,21.3,1822
0,15.42040937,2.3707,1.4759e+04,16.62,5468,4.505,0.88,15.596,268.5,661
1,9.97682072,3.4873,9.6680e+02,2.85,5500,4.416,0.928,14.943,31.3,802
0,61.4913415,9.627,3.6924e+03,4.57,4796,4.656,0.598,15.943,70.5,323
2,5.0263815,4.384,7.7200e+01,0.84,5783,4.418,0.962,14.877,8.5,1065
0,16.00351679,4.001,6.6830e+02,18.01,5283,4.594,0.695,14.733,29.9,586
0,1.86390886,4.414,1.7610e+02,77.99,6689,3.594,3.381,13.027,18.3,2902
0,2.03743942,3.103,1.1250e+02,0.82,5751,4.577,0.774,15.047,16,1299
0,332.74984,14.77,5.1810e+02,2.55,6372,4.375,1.112,15.487,8.7,302
0,45.60304785,8.35,,,,,,15.206,,
0,2.4681015,2.83,1.7280e+02,1.22,5516,4.466,0.872,14.874,22.1,1244
0,12.53449909,6.02,,,,,,15.725,,
0,215.15218,19.97,2.6420e+02,1.36,5914,4.563,0.828,15.075,6.7,287
