koi_disposition,koi_period,koi_duration,koi_depth,koi_prad,koi_steff,koi_slogg,koi_srad,koi_kepmag,koi_model_snr,koi_teq
0,7.57571414,2.357,4.1850e+02,2.45,6418,4.395,1.171,15.614,12.8,1075
0,4.76887671,1.672,1.1580e+02,2.11,6063,3.926,1.855,13.388,20,1532
0,1.347512632,1.9817,2.6518e+03,23.45,5316,4.585,0.685,15.894,88.7,1346
0,0.512581697,1.5789,2.5910e+02,1.32,5547,4.571,0.82,15.338,45.2,2009
0,12.07760884,2.233,1.5100e+02,1.03,5370,4.471,0.845,14.166,14,708
2,18.55581565,5.372,5.6590e+02,20.83,5988,2.982,8.841,13.506,33.2,1793
2,13.33094869,1.426,7.2560e+02,25.95,5991,4.394,1.039,14.847,17.1,815
0,6.38315744,1.7075,1.1126e+03,2.35,5262,4.623,0.714,15.554,23.8,787
1,27.52194772,4.047,2.3128e+03,2.47,3780,4.746,0.511,15.108,106.5,314
1,16.1289679,6.271,3.8900e+02,2.94,5392,4.314,1.087,15.022,21.3,715
1,13.5631157,5.438,3.3640e+02,1.75,5853,4.529,0.895,15.785,15.4,733
1,16.2959916,2.116,3.6960e+02,1.83,5495,4.442,0.961,15.243,15.7,678
1,4.16056658,2.61,7.5800e+01,0.7,5481,4.574,0.815,13.889,16.3,985
0,2.93101771,2.231,1.9910e+02,1.15,5485,4.5,0.788,15.484,15,1134
1,39.79220077,4.466,6.1040e+02,1.9,5437,4.571,0.781,9.705,179.5,458
0,16.2276756,3.699,5.2580e+02,2.11,5328,4.447,0.883,15.388,20.5,648
0,1.595630597,1.793,2.5960e+02,17.94,5632,4.616,0.729,15.112,18.3,1346
1,14.8200596,3.902,1.8490e+02,0.96,4825,4.603,0.732,14.146,21.9,552
1,20.49041,4.369,6.6180e+02,2.34,5681,4.524,0.923,15.93,23.3,625
0,0.962827066,4.48,8.6300e+01,29.27,6534,3.647,3.028,13.398,28.7,3399
1,8.679037,2.864,3.0160e+02,1.79,6117,4.42,1.027,15.18,19.9,949
1,11.1296971,2.942,3.7100e+02,1.93,6122,4.487,0.964,15.859,14.7,843
1,2.7296036,2.721,1.4560e+02,1.53,5887,4.292,1.235,15.147,18.4,1455
1,3.11604194,1.7763,3.4520e+02,1.59,5591,4.559,0.86,15.79,18.8,1123
1,46.82767725,1.9033,1.5377e+03,2.13,3879,4.708,0.537,15.473,32.4,276
1,12.7372371,3.358,1.0080e+02,0.87,5420,4.502,0.868,13.463,12.9,697
1,40.0306267,4.815,2.1450e+02,2.01,5855,4.227,1.373,13.628,19.5,617
1,0.679336747,1.2188,2.4070e+02,1.4,5440,4.491,0.913,14.159,36.7,1883
0,213.6103207,10.7643,1.1099e+05,46.07,5931,4.554,0.845,15.619,534.5,291
0,170.8658492,16.9895,2.9841e+04,24.4,5989,4.221,1.324,14.412,897,387
2,21.47642727,5.5498,3.4813e+05,59.5,5780,4.438,1,17.29,124.8,655
0,17.5509742,4.064,3.8590e+03,5.97,5780,4.438,1,17.29,9.7,700
1,88.5122014,6.8214,2.5187e+03,4.7,5593,4.45,0.945,11.921,63.1,390
0,10.21507506,3.395,2.5860e+02,1.5,5406,4.433,0.95,14.338,17.4,780
0,8.3806973,3.028,6.5080e+02,1.91,5062,4.601,0.735,15.97,4.6,701
1,31.0572947,3.401,6.3660e+02,1.85,5395,4.615,0.734,15.956,15.8,480
1,15.1622287,7.332,4.7980e+02,3.12,6325,4.409,1.112,15.212,28.5,829
1,10.04378351,5.548,4.3790e+02,2.94,6325,4.409,1.112,15.212,28.8,951
2,7.10397925,1.5398,3.7050e+02,1.51,5488,4.584,0.789,15.164,16.8,818
1,4.5513988,2.457,1.8870e+02,1.13,5009,4.491,0.84,15.035,19.4,907
1,10.91274065,2.1801,1.3872e+03,2.13,3834,4.708,0.539,15.264,57.4,443
0,12.2141545,10.262,5.3580e+02,18.13,5435,4.578,0.824,15.352,24.7,683
0,3.732261,2.054,1.5360e+02,1.09,5762,4.495,0.867,14.834,15.7,1119
1,3.03267135,1.774,4.2400e+01,0.6,5640,4.492,0.921,12.623,15.6,1187
1,5.34182466,3.577,7.0500e+01,0.95,5767,4.287,1.135,13.455,19.2,1125
1,2.131945045,1.8061,2.6940e+02,1.66,5845,4.469,1.013,15.545,22.9,1418
1,12.9462567,9.568,1.6870e+02,1.13,6058,4.54,0.867,15.079,15.7,764
1,5.77957133,2.5213,3.9660e+02,1.5,4102,4.687,0.581,15.484,18.9,598
2,6.77367892,3.579,1.5070e+02,1.33,6392,4.425,1.072,15.024,15.1,1083
2,5.22402436,2.608,4.8100e+01,0.58,5487,4.512,0.84,12.869,15.1,941
1,11.6601667,5.882,1.8100e+02,2.08,5791,4.381,1.083,14.406,20.4,834
0,89.465468,9.88,6.7900e+01,2.57,5192,3.773,2.46,12.998,5.7,549
1,18.0161227,4.016,4.9950e+02,2.39,6245,4.406,1.065,15.394,16.7,768
0,40.8777605,9.745,7.1910e+02,29.55,5930,4.489,0.937,15.59,23.6,526
0,6.80243431,3.817,2.4910e+02,2.6,5836,4.561,0.816,15.188,14.9,895
1,84.5733346,5.762,8.9160e+02,2.59,5418,4.543,0.888,15.758,20.4,366
1,21.30181863,3.8763,8.7300e+01,0.72,5437,4.571,0.781,9.705,32.4,564
1,4.14789051,3.829,1.3760e+02,1.93,6150,4.223,1.417,14.725,16.4,1389
2,15.92108138,1.5443,7.1680e+02,3.14,5595,4.57,0.82,15.523,16.1,645
1,19.0054098,1.843,5.4240e+02,28.47,6347,4.423,1.036,14.839,20.2,758
0,1.96433113,2.381,1.3910e+02,1.33,6306,4.405,1.121,15.083,14.2,1638
2,2.81043228,3.874,4.7400e+01,1.43,5415,3.868,2.079,13.388,17.8,1701
1,0.968527683,1.3672,1.1460e+02,1.21,5580,4.538,0.886,14.511,16.9,1677
1,0.664074145,1.0925,2.1260e+02,1.19,5178,4.585,0.797,15.645,20.9,1703
0,11.7489907,4.043,3.6700e+01,1.01,6440,4.081,1.655,11.638,12.5,1114
2,175.603366,9.543,5.0680e+02,2.87,6225,4.461,1.009,15.054,14.7,348
1,3.849371737,2.632,1.2986e+03,12.94,6244,3.657,2.992,11.432,132.7,2034
0,0.366197145,1.2335,2.7530e+02,51.34,4448,1.694,31.5,11.059,16.7,9983
1,4.164384505,1.8464,2.3380e+03,2.54,3808,4.754,0.508,14.752,132.1,590
1,2.10433534,1.1168,2.4210e+02,0.79,3605,4.837,0.433,14.488,20.7,662
1,28.8431751,3.171,7.5670e+02,2.66,5151,4.528,0.785,15.652,15,491
0,1.378649746,1.2232,2.2462e+04,6.51,3440,4.82,0.439,15.373,172.2,734
0,1.112207126,1.35,5.4700e+01,0.73,6046,4.486,0.972,13.823,13,1797
2,64.034363,9.174,7.5880e+02,3.47,5691,4.561,0.783,15.341,16.9,411
0,1.303576682,1.021,2.4550e+02,1.51,6045,4.494,0.955,14.834,22.1,1694
0,1.958577398,2.388,4.5300e+02,1.8,5402,4.568,0.816,15.902,24.5,1252
1,5.19103699,4.222,2.9010e+02,1.92,6321,4.417,1.125,15.438,25.2,1183
1,4.86638504,2.296,1.4380e+02,1.32,5688,4.333,1.111,13.987,17.1,1121
0,4.79176993,4.52,1.1660e+02,0.81,5138,4.536,0.756,14.287,23,883
1,25.1933989,4.62,4.8120e+02,1.95,5009,4.491,0.84,15.629,18,513
0,0.759762021,4.912,2.2700e+02,24.2,6386,4.402,1.123,14.871,65.3,2280
2,4.790912471,0.5134,3.6070e+02,2.25,4359,4.601,0.676,14.452,17.6,717
1,6.49441464,2.344,3.5730e+02,1.75,4769,4.557,0.742,15.602,17.7,732
1,2.576571021,1.5997,8.5280e+02,1.57,3834,4.708,0.539,15.264,63.6,717
1,28.4750006,4.718,7.6380e+02,2.64,4996,4.497,0.831,15.86,21.4,489
1,14.7966306,5.613,5.6100e+01,0.98,6175,4.299,1.307,11.714,22.4,874
1,11.25401871,4.759,4.3340e+02,2.42,5995,4.351,1.118,15.166,17,888
1,9.18244299,4.318,8.7600e+01,1.24,6194,4.242,1.314,13.223,20.3,1052
1,14.6134781,5.266,7.2800e+01,1.12,6194,4.242,1.314,13.223,15.2,901
0,119.682075,31.28,1.7041e+03,30.39,5778,4.531,0.911,15.903,38.1,351
1,42.9923284,4.726,1.1201e+03,3.32,5593,4.45,0.945,11.921,34.1,496
1,6.88341278,2.0674,4.8740e+02,2.63,6139,4.359,1.193,10.868,35.4,1080
0,4.593595496,2.7468,4.5034e+04,44.14,5717,4.538,0.884,16.444,92,1022
1,197.5111484,11.106,2.5756e+03,9.52,5616,4.004,1.674,13.349,175.2,391
1,11.1726723,6.106,7.6800e+01,1.5,5616,4.004,1.674,13.349,17,1019
1,2.53573284,3.989,6.8000e+01,1.36,5616,4.004,1.674,13.349,25.5,1671
1,6.79164656,3.343,1.0260e+02,1.01,5772,4.351,1.003,13.987,18.5,994
1,11.8376933,3.381,9.2900e+01,1,5772,4.351,1.003,13.987,12.7,826
1,18.5525162,4.385,7.7150e+02,2.53,5569,4.566,0.829,15.714,17.2,612
2,47.3659328,7.929,7.5700e+02,11.97,5708,4.482,0.902,15.817,16,481
1,13.3669309,3.733,1.2200e+01,0.27,5417,4.567,0.772,9.705,7.4,656
0,1.045492348,2.933,2.8700e+01,0.83,6057,4.088,1.457,12.804,21.7,2291
1,4.86634094,1.885,3.6670e+02,1.94,4996,4.497,0.831,15.86,15.2,881
1,5.60402307,1.0273,2.2490e+02,1.25,4847,4.581,0.737,13.713,20.6,774
1,13.0313583,4.521,5.7330e+02,2.88,5514,4.345,1.071,15.829,18.9,774
1,40.9905002,7.336,2.9730e+02,2.41,5842,4.17,1.41,15.272,15.4,627
1,57.2932309,4.878,7.7360e+02,1.95,4806,4.564,0.729,15.699,15.7,355
1,8.00504749,3.32,1.8750e+02,1.52,6398,4.411,1.101,14.79,15.6,1035
1,12.13070414,3.843,2.1120e+02,1.61,6398,4.411,1.101,14.79,15.3,901
1,5.61357653,2.905,1.6230e+02,1.41,6398,4.411,1.101,14.79,15.2,1165
2,29.2254372,5.293,1.7410e+02,1.35,6049,4.461,1.008,14.162,15.7,614
0,1.33255087,3.565,1.2330e+02,1.19,5774,4.347,1.054,15.053,14,1728
0,40.8792243,7.005,4.1360e+02,1.62,5383,4.609,0.72,14.923,23.4,437
1,18.8262877,2.344,7.9580e+02,2.34,5215,4.481,0.845,15.279,19.9,591
2,13.9034057,3.408,2.6140e+02,1.55,5261,4.523,0.819,14.782,15.3,646
1,3.41045981,2.866,1.3620e+02,1.06,4983,4.66,0.651,14.139,22.5,892
1,4.76702759,2.013,1.6340e+02,1.19,5629,4.43,0.937,14.431,14.3,1046
1,13.62801048,3.5374,9.1280e+02,3.28,5052,4.48,0.855,15.462,26.7,639
2,53.3580444,6.812,7.3610e+02,3.41,5481,4.369,1.036,15.114,19.7,474
1,16.83203175,4.031,3.2600e+02,1.86,5518,4.4,1.008,14.834,21.6,690
0,13.37499553,1.639,4.5810e+02,2.01,5263,4.404,0.961,14.738,16.9,703
0,4.35370136,1.913,1.6890e+02,1.33,5992,4.382,0.985,14.685,12.2,1179
0,134.96694,18.43,6.8400e+01,0.87,6154,4.416,1.053,13.314,6.9,385
1,1.385787741,1.6449,8.5400e+01,0.55,4239,4.667,0.6,14.131,19.1,1008
1,12.02295362,1.2667,7.7860e+02,3.28,5982,4.535,0.879,15.646,20.1,776
1,16.79716262,3.83,1.0238e+03,2.75,4652,4.617,0.697,15.856,21.2,503
1,18.59611518,2.3052,8.1380e+02,1.53,3834,4.708,0.539,15.264,27.6,371
1,5.77440326,1.768,2.4530e+02,0.8,3808,4.754,0.508,14.752,11.8,529
0,2.622134451,4.735,1.2820e+02,1.64,5864,4.199,1.369,13.915,42.9,1548
1,11.47685263,2.756,2.4060e+02,1.58,5550,4.384,1.032,15.051,16.5,796
2,73.711039,10.062,1.3670e+02,1.77,6374,4.193,1.502,12.643,21.1,563
2,14.43348326,2.663,5.2680e+02,16.25,4915,4.627,0.702,15.323,14.8,558
0,40.0088894,3.616,5.8230e+02,20.75,6237,4.403,1.023,15.04,20.2,585
2,6.35705314,1.324,2.7220e+02,1.59,5982,4.493,0.96,14.216,17.3,990
0,6.58738839,4.758,2.5850e+02,1.35,5616,4.564,0.822,15.575,15.7,871
0,0.759706632,1.0896,3.9700e+01,1.38,8621,4.101,2.094,12.438,21.6,3834
1,4.37033233,2.845,1.7780e+02,1.56,5657,4.282,1.182,15.133,17.7,1191
2,1.530515205,0.5945,6.5970e+02,0.84,3462,5.004,0.259,15.63,23.2,608
0,1.08070294,3.363,1.4560e+02,1.04,5482,4.539,0.813,15.986,17.6,1565
0,4.74254518,1.023,3.0570e+02,1.77,6046,4.478,1.007,14.413,13.2,1118
0,18.13559979,2.019,4.5270e+02,24.49,6184,4.448,1.038,14.99,16.4,744
1,51.20690303,8.99,,,,,,9.705,,
1,3.70429015,3.37,5.5700e+01,1.45,6732,3.958,1.927,12.402,15.9,1839
1,37.3331165,7.643,1.8780e+02,2.5,5623,4.079,1.588,13.611,22.5,657
2,17.6997392,2.76,7.5270e+02,1.96,4807,4.583,0.742,15.44,19.8,523
1,7.9709719,1.2893,4.8840e+02,2.27,5237,4.572,0.826,15.43,17.3,760
1,6.03355539,10.049,8.9500e+01,3.34,4924,3.356,3.588,13.274,26.1,1598
1,3.02558494,3.0008,1.2830e+02,1.62,6123,4.263,1.263,13.925,23.8,1484
0,0.933746783,4.255,4.1750e+02,1.3,4643,4.61,0.663,15.647,62.8,1309
0,6.09740316,4.635,5.6850e+02,45.49,8828,4.227,1.828,13.424,14,1826
2,0.754457729,0.5891,2.4820e+02,2.07,5561,4.25,1.193,14.482,31.1,2131
1,2.7612237,3.681,6.6800e+01,1.84,6381,3.897,2.232,13.321,14.2,2017
0,5.59727625,1.659,2.0080e+02,1.26,5796,4.522,0.876,14.626,15.3,975
2,62.6825769,2.327,3.9890e+02,39.8,7058,3.648,3.101,13.072,17.8,916
0,50.5715805,3.726,1.2826e+03,2.74,5262,4.59,0.783,15.812,19.9,406
2,16.2707207,5.707,4.6800e+02,28.42,6117,4.315,1.244,14.94,13,827
1,2.032319072,1.6762,3.1550e+02,1.87,6156,4.443,1.05,15.298,24.5,1542
0,4.100870416,8.15361,1.2352e+05,82.46,5923,4.118,1.51,11.26,2619.2,1413
1,4.35407371,2.427,2.7710e+02,1.63,5455,4.421,0.909,15.404,19,1043
1,11.32269749,3.517,3.1100e+02,1.51,4563,4.624,0.642,15.006,16,554
1,13.71218522,2.437,7.8670e+02,2.47,5550,4.562,0.831,15.935,22.6,676
1,12.14684625,6.197,7.0700e+01,1.75,5877,3.927,1.963,11.821,27.1,1097
1,7.46718958,3.633,7.5700e+01,1.04,6161,4.399,1.169,12.77,18.8,1035
2,5.42204257,2.952,7.9100e+01,1.39,6123,4.263,1.263,13.925,10.7,1222
1,48.8882668,6.468,4.6280e+02,2.96,4821,4.529,0.788,14.985,13.5,386
1,51.1319346,6.019,3.8230e+02,2.43,6071,4.353,1.107,14.423,19.6,542
0,133.516435,2.196,5.1000e+02,2.01,5989,4.553,0.848,15.309,6.5,344
1,39.8312536,2.442,3.8880e+02,1.46,5026,4.58,0.759,14.125,15.8,420
1,9.549277089,1.5832,1.8269e+03,1.57,3547,4.899,0.369,14.486,112.2,374
2,24.1073172,10.465,1.0420e+02,2.74,6585,3.813,2.517,12.605,23.6,1065
1,17.60461401,3.716,2.2921e+03,2.64,3744,4.737,0.516,15.613,80.1,362
0,1.228721184,1.041,4.6560e+02,1.62,4897,4.542,0.764,15.76,26.4,1324
2,51.5738653,2.784,9.0070e+02,2.41,5380,4.581,0.813,15.96,13.2,417
1,4.69505576,3.058,2.4000e+02,1.49,5999,4.494,0.959,15.711,15.9,1098
0,0.569115976,2.028,7.9690e+02,1.8,4788,4.61,0.656,12.093,59.8,1589
0,7.258450123,5.7297,3.7147e+03,5.53,5638,4.513,0.92,14.747,288.6,880
0,6.0959841,10.39,1.1270e+02,0.99,5826,4.43,0.885,14.104,29.2,988
1,22.9221181,8.2,1.4030e+02,1.33,5897,4.357,1.081,13.578,24,684
1,16.10474503,5.712,1.2410e+02,3.21,5822,3.683,2.886,12.249,25.4,1159
1,7.42697378,3.206,2.0520e+02,1.4,5573,4.434,0.982,14.985,15.4,899
0,0.874629873,1.782,6.8100e+01,0.72,5099,4.491,0.832,14.107,19.2,1597
0,5.46091846,1.781,1.7200e+02,1.25,6319,4.465,0.93,14.332,21.2,1106
1,3.17323012,1.9094,2.0450e+02,0.88,4500,4.632,0.633,14.993,21.4,830
1,13.2970695,3.283,2.1970e+02,0.91,4500,4.632,0.633,14.993,14.9,515
1,5.398752862,3.4303,3.4650e+02,2.21,5790,4.279,1.198,9.997,289.6,1140
0,5.26648126,1.964,9.7800e+01,1.07,6204,4.394,1.065,13.648,16,1155
0,2.67596808,2.021,4.2060e+02,1.57,4732,4.53,0.795,15.596,17.5,998
1,7.41683033,7.274,7.2600e+01,3.36,4938,3.45,3.324,13.007,20.6,1425
1,0.727331746,0.8323,3.5740e+02,0.67,3460,4.92,0.356,15.527,20.4,849
1,1.302017467,1.3692,2.9050e+02,1.37,4948,4.508,0.816,15.351,21.4,1344
1,8.63050092,3.144,3.2580e+02,1.43,5352,4.599,0.764,15.868,14.9,739
0,12.49117388,2.848,1.8990e+02,1.36,5753,4.461,0.911,14.521,17,763
1,3.27645723,2.219,3.2300e+02,1.71,5812,4.504,0.963,15.934,17.9,1195
1,16.0573291,3.546,5.7500e+02,2.27,5644,4.575,0.806,15.869,17.5,645
0,8.44326557,3.353,3.5950e+02,1.97,6081,4.468,1.023,15.351,19,934
1,4.60300256,2.6848,3.0250e+02,1.32,4821,4.529,0.788,14.903,22.2,848
0,16.9329284,1.218,4.8830e+02,2.46,6310,4.417,1.095,14.779,20.4,793
1,12.00089667,3.266,4.2070e+02,1.47,5195,4.598,0.69,15.563,20,632
0,1.169010526,1.1717,1.6590e+02,91.91,5944,3.25,5.847,13.579,37.1,3766
1,1.916940872,1.4243,1.0510e+02,0.89,5083,4.468,0.872,14.1,17.7,1246
1,5.05661302,3.926,1.3790e+02,1.15,5926,4.506,0.939,14.63,17.6,1049
1,24.3344939,6.557,3.2310e+02,1.74,6091,4.487,0.967,15.373,18.1,647
1,131.187921,6.905,9.1590e+02,2.34,4898,4.518,0.803,15.048,23.9,284
0,2.17489806,4.599,7.4800e+01,1.08,5749,4.323,1.15,13.655,29.3,1496
1,25.8859397,4.548,2.1710e+02,1.66,5190,4.446,0.899,14.556,16.1,542
1,28.6253502,4.551,6.5270e+02,2.38,5774,4.508,0.941,15.826,18.3,573
1,6.98141327,6.527,3.8000e+01,1.42,6054,3.923,2.163,11.752,20.9,1384
0,1.319677953,1.978,1.0070e+02,1.13,6306,4.426,1.076,14.332,17.4,1843
1,8.94337724,2.469,2.1510e+02,1.48,6074,4.375,1.005,14.169,18.4,946
2,0.827151296,1.385,2.7240e+02,19.1,4452,2.28,11.895,14.992,8.1,5171
1,12.28299829,2.7096,2.7947e+03,2.83,3879,4.708,0.537,15.473,137.2,431
0,0.328686504,0.8592,1.7190e+02,1.11,5430,4.535,0.847,15.316,26.8,2324
1,6.383159135,1.7504,2.3132e+03,2.73,3757,4.681,0.576,15.254,64.4,530
1,5.57654782,3.673,5.3600e+01,0.92,6187,4.341,1.238,13.383,13.2,1183
1,115.6863392,4.65,9.4590e+02,3.52,5800,4.327,1.149,15.174,20.7,401
1,3.81371423,1.973,2.8100e+02,1.37,5547,4.571,0.82,15.89,11.4,1029
1,38.0970717,4.307,9.1330e+02,1.58,3554,4.867,0.398,15.931,17,242
2,11.6191707,1.819,7.0040e+02,2.21,5870,4.56,0.834,15.664,18.5,756
0,2.637574744,5.4573,5.4235e+03,9.16,6108,4.466,1.03,15.106,222.8,1385
2,38.2292037,3.893,6.0580e+02,1.51,4544,4.656,0.598,14.847,21,359
1,16.3012727,3.974,2.5950e+02,1.54,4873,4.558,0.796,14.61,19.7,557
1,13.32354078,3.873,1.1660e+02,1.32,6113,4.341,1.218,12.867,16.3,872
1,2.607545159,1.3916,3.5150e+02,2.07,6147,4.435,1.096,15.618,23,1431
1,3.24417541,1.992,3.7190e+02,1.84,5094,4.469,0.87,15.77,18,1047
2,176.845697,3.812,4.3160e+02,42.05,5592,4.541,0.797,14.182,7.7,291
0,6.85567248,2.268,1.9770e+02,1.27,5734,4.538,0.883,14.738,17.2,897
0,2.28607282,7.82,2.6180e+02,1.01,4583,4.65,0.654,15.546,35.9,942
1,9.60505976,3.0063,5.5000e+01,0.91,5790,4.279,1.198,9.997,32.2,941
0,3.54789928,2.861,1.8530e+02,0.99,5399,4.619,0.725,15.413,13.6,987
2,18.0243482,3.575,4.4120e+02,1.98,5955,4.52,0.91,15.419,17.3,683
2,16.4793229,3.312,4.7910e+02,1.53,4908,4.618,0.716,15.846,13.8,537
1,3.65690909,2.064,1.0740e+02,1.32,6078,4.294,1.271,14.46,12.8,1368
1,88.0712769,6.758,8.8540e+02,2.4,4939,4.506,0.819,15.639,18.1,330
1,8.38395796,5.2,1.0850e+02,3.24,5405,3.741,2.605,14.667,14.1,1285
1,1.68189051,2.992,8.3200e+01,1.27,5827,4.191,1.374,14.812,17.4,1790
0,8.59000355,6.68,2.9810e+02,1.82,5817,4.538,0.876,15.408,18.9,843
1,44.9977604,9.686,1.7020e+02,1.59,5871,4.493,0.983,13.468,21.4,508
1,7.12815163,5.522,4.5900e+01,1.36,6311,3.998,1.994,11.392,22,1373
2,2.10081629,2.8182,1.6910e+02,1.65,5815,4.5,0.918,15.656,15.3,1378
0,0.872952088,1.4499,1.3730e+02,25.5,7102,3.972,2.082,12.335,41.6,3165
1,7.01074295,2.1787,2.2280e+02,3.76,5814,3.745,2.476,14.689,21.3,1453
1,17.2922631,7.042,2.0310e+02,2.13,5936,4.261,1.299,14.15,23.7,809
1,94.289223,4.102,5.0540e+02,2.11,5632,4.537,0.904,14.183,22.5,369
1,14.02634692,1.2808,4.0360e+02,2.66,5970,4.355,1.131,14.729,19.3,822
0,12.42586643,29.1428,2.5790e+02,2.12,5428,4.404,0.94,14.148,62.2,741
1,25.5433704,8.567,1.3860e+02,2.11,5422,3.945,1.782,12.939,28.4,772
0,33.8542586,12.689,2.5330e+02,15.96,4553,2.605,10.472,13.605,10,1326
1,45.0909201,4.605,4.3630e+02,2.44,5790,4.528,0.9,14.976,14.1,487
1,15.0539886,4.422,2.2150e+02,1.44,5475,4.479,0.818,14.503,16.3,665
2,3.67936863,3.47,8.5900e+01,0.92,5676,4.474,0.848,13.884,18.1,1112
2,7.4464635,4.084,7.8000e+01,0.77,5676,4.474,0.848,13.884,12.7,879
1,159.388788,8.432,1.0330e+03,2.73,5135,4.464,0.874,15.822,17.3,289
1,1.565412613,0.7572,2.7546e+03,1.73,3464,4.923,0.328,16.257,48.6,648
1,5.14892346,0.9613,2.3550e+03,1.72,3464,4.923,0.328,16.257,25.4,436
0,0.730943372,3.004,1.3470e+02,1.37,6143,4.418,1.067,15.021,27,2190
0,0.515552803,1.7869,1.2241e+03,13.96,5068,4.556,0.73,15.786,79.6,1807
1,2.522590567,1.406,2.1020e+02,25.82,5591,4.559,0.86,14.816,18.5,1205
1,6.73968289,4.183,1.4200e+02,1.48,5511,4.261,1.176,14.455,15.4,1011
1,41.74598855,4.6125,4.2180e+02,2.4,5978,4.316,1.171,11.854,110.5,584
0,75.378004,6.744,4.4780e+02,3.82,5876,4.374,1.077,13.693,20.5,455
1,213.258526,7.768,1.9923e+03,2.72,4477,4.649,0.637,15.165,36.1,202
1,100.2830675,10.8636,3.5120e+02,2.51,6214,4.238,1.297,10.5,81.9,475
1,4.871223664,1.5916,6.4620e+03,1.56,3157,5.112,0.18,17.475,50.5,341
1,2.984157711,1.2637,2.5980e+03,0.92,3157,5.112,0.18,17.475,24.3,401
1,2.8867624,0.9879,6.3180e+02,1.24,3483,4.875,0.389,14.717,37.1,557
0,0.498434645,0.955,2.3920e+02,1.08,4784,4.618,0.708,15.397,26.8,1676
2,2.252976718,1.7131,4.6790e+02,1.19,4039,4.708,0.559,15.794,21.7,795
0,2.75505467,3.426,8.5500e+01,1.74,6257,4.063,1.748,13.883,27.8,1783
0,1.572181216,7.219,2.1950e+02,77.12,6622,3.421,4.315,13.157,48.2,3384
0,1.28805834,3.419,9.2600e+01,1.08,5631,4.33,1.132,14.487,28.1,1736
0,2.72288246,2.408,1.5260e+02,1.06,5458,4.53,0.872,15.003,15.5,1162
1,1.574090323,1.5796,2.2490e+02,0.93,4313,4.662,0.65,15.571,17.7,998
0,0.947738312,1.206,2.0220e+02,0.88,4464,4.643,0.638,15.761,13.9,1229
1,13.7872627,5.747,7.5100e+01,1.55,5691,4.139,1.458,12.458,23.9,894
1,14.4359459,3.414,1.0730e+02,1.46,6075,4.264,1.352,11.485,22,884
1,5.95958637,2.899,1.3310e+02,1.02,5452,4.535,0.9,14.52,16.1,897
2,16.6146221,2.706,3.6120e+02,1.49,5295,4.548,0.8,15.46,10.6,604
0,0.497581917,1.46,1.4060e+02,0.76,5271,4.634,0.63,15.481,17.1,1801
2,5.83892993,1.1066,2.3740e+02,1.19,5279,4.588,0.769,14.628,15.3,835
1,2.279523364,1.6202,1.2680e+02,0.87,5017,4.516,0.797,14.589,16.7,1123
1,12.2854718,2.996,1.6171e+03,2.21,3891,4.718,0.564,16.279,23.8,434
1,5.53609368,2.2942,1.2233e+03,2.2,3891,4.718,0.564,16.279,22.6,566
2,3.09756897,4.588,8.3300e+01,1.75,6329,4.026,1.885,10.268,14.6,1782
1,58.0337426,5.584,8.0710e+02,3.21,5467,4.271,1.152,14.467,34.9,486
1,14.4252635,3.754,2.2120e+02,1.68,5467,4.271,1.152,14.467,15.2,773
1,26.6757818,2.696,4.7480e+02,2.69,5467,4.271,1.152,14.467,20,630
1,0.868386354,1.066,4.8850e+02,1.52,4792,4.627,0.704,15.898,27.3,1389
1,11.8288843,3.337,1.9100e+02,1.18,5653,4.551,0.857,15.228,9.1,730
1,14.7512034,1.25,2.6110e+02,1.63,5653,4.551,0.857,15.228,8.3,678
0,1.480323978,1.833,1.6620e+02,1.46,5996,4.342,1.081,13.66,43.4,1743
2,205.385912,8.681,1.2487e+03,2.11,4400,4.659,0.624,15.558,24.3,200
1,6.88707073,4.4679,6.8700e+01,1.3,5788,4.122,1.474,11.197,38.2,1155
0,165.75597,8.45,5.7300e+01,15049.8,5800,4.119,1.412,10.458,12.8,398
0,1.11431205,2.112,1.6040e+02,1.07,5776,4.554,0.849,15.411,15.5,1635
1,3.42064689,1.767,3.5680e+02,2.27,5370,4.411,0.966,15.472,13.9,1129
2,1.23935745,1.683,1.5090e+02,1.5,5370,4.411,0.966,15.472,9.7,1583
1,0.675650404,1.8261,2.0070e+02,1.36,5966,4.493,0.961,15.892,22.4,2085
2,1.407020118,1.3766,1.8190e+02,1.12,5022,4.485,0.849,14.946,18.9,1350
2,24.4359956,6.254,4.9660e+02,2.31,6197,4.449,1.035,15.849,17.1,674
0,17.7337356,5.558,2.1730e+02,1.24,5335,4.56,0.831,14.625,17,597
0,10.06478627,2.86,2.8570e+02,1.49,5438,4.574,0.82,14.89,18.6,729
0,1.12976597,3.096,1.3370e+02,0.83,5366,4.625,0.715,15.625,14.3,1429
1,16.23191704,7.461,5.0160e+02,3.54,5919,4.042,1.585,11.866,194.9,926
0,15.4126766,3.402,5.9980e+02,2.82,5240,4.555,0.856,14.373,7.5,618
0,1.110599919,1.3493,1.5760e+02,1.07,5227,4.463,0.867,14.139,38.7,1539
1,21.86965714,5.5177,1.2550e+02,1.51,6214,4.238,1.297,10.5,43.5,790
1,9.02436414,3.011,2.1460e+02,1.62,5885,4.348,1.111,13.642,23.5,939
