tfopwg_disp,pl_orbper,pl_trandurh,pl_trandep,pl_rade,st_tmag,st_teff,st_logg,st_rad,pl_eqt
1,2.7817379,2.1508237,12808.39408,12.6841023,10.8164,5600,4.4291,1.02095,1270.344839
2,1.6102435,2.3258711,5442.478593,16.8320485,13.1561,6080.2,4.15,1.48651,1951.315418
1,4.2809767,3.145,7520,13.0113,10.8961,5964,4.13,1.49,1279
2,8.4481666,1.255,7405,10.2494,11.0783,5826.1,4.42,1.05,609
2,3.4658629,3.301,9580,15.0462,13.2584,6688,4.24,1.49,1620
2,3.5658043,3.914,10030,13.7385,12.0465,6214,4.23,1.4,1610
2,2.7431176,3.134,8230,,12.9188,7143,,,1901
2,3.5775958,2.779,8730,15.3215,13.1502,6355,4.12,1.61,1415
2,2.9922495,1.594,10895,20.032,13.3736,5932,4.09,1.55,1070
2,5.5261155,1.873,7330,9.00518,12.7577,4824,4.48,0.84,792
2,4.0234634,3.204,7560,12.891,13.0983,6678,4.26,1.45,1496
1,6.8659582,3.455761,334.0145589,2.8144915,6.7799,6212.63,4.438,1.5000401,1224.615786
2,4.3229915,0.875,1980,7.54314,10.9833,6121,4.25,1.37,741
2,3.251269,2.569,7880,,12.9613,4883.7,,,1348
2,1.7131374,2.608,3850,6.86542,13.1675,5843,4.39,1.08,1844
2,8.4516737,3.896,2930,8.2562,12.0548,5782.9,4.11,1.48,1004
2,5.0648401,3.009,915,8.28506,10.2278,6675,3.75,2.62,1514
2,8.9981735,4.547,6480,9.52189,13.2933,5444,4.24,1.22,983
2,8.4476983,3.79,2000,4.97976,11.7503,5902,4.36,1.13,1033
2,17.6868627,1.379,10310,8.80381,11.9698,4496,4.52,0.77,333
0,1.4700596,2.18,4760,16.1051,13.4542,6308,3.88,2.12,1990
2,4.4722598,4.0659641,3606.541729,9.0734924,12.6417,6211,4.18,1.4818799,1403.774321
1,10.3311664,5.626,4577,11.9428,9.3935,5760,3.97699,1.73,1111
2,2.4162514,3.055,2970,14.6399,12.7549,6688,3.95,2.1,1930
2,0.9828259,1.3869249,1732.332475,21.8486399,12.2124,4959,,5.2980399,2076.675787
2,3.3138453,3.863,3550,8.15594,12.9655,6153,4.24,1.36,1753
2,4.0492184,2.659,6560,,13.3071,,,,
2,5.545745,2.302,20790,15.8197,13.0015,5706,4.41,1.05,918
2,8.9727235,3.808,10960,13.0195,13.425,5605,4.27,1.21,948
2,11.2473628,4.113,10340,15.7487,13.3087,6141,4.14,1.53,920
0,3.190373,2.684,42550,12.0669,14.6435,3722,4.65,0.6,820
2,2.6006996,2.9370342,5706.92488,8.8613965,13.2881,6673,4.47,1.1433901,1545.092216
2,1.5889429,1.183,22530,14.0293,13.0819,5150,4.57,0.8,1245
0,10.8717,2.943958,14603.37238,9.098964,13.084,3692,4.78092,0.488,373.250606
2,27.1358856,4.11505,6405.804069,10.9270095,11.9556,6315,4.28,1.33332,738.2202692
2,5.469359,2.119,5940,12.6725,12.7761,7182,4.23,1.61,1137
2,4.4712213,3.771,5140,15.8899,12.6614,7586,4.22,1.71,2415
2,3.7260939,3.1192423,18231.03525,13.5887921,12.3474,5736,4.45,0.9975,1160.457619
2,5.124162,4.651,6630,13.6708,12.8792,5750,4.01,1.65,1367
2,2.8183053,4.1516796,7916.113187,,11.2275,,,,1290.365502
2,5.9730504,4.041,8220,13.7408,12.8972,6137,4.2,1.41,1262
0,736.5601487,4.183,3600,13.9475,12.3805,5895.4,,1.31,
2,19.0286016,3.938,8910,8.13514,13.351,4733,4.5,0.81,536
0,0.9855374,1.18,3290,10.8393,13.1591,6198.4,4.02,1.76,1732
1,4.3780807,5.3900978,7074.393139,15.1767346,10.439,5570,4.01069,1.79224,1469.908413
2,7.6945481,3.436,3510,,12.2452,4875.8,,,852
2,2.6375869,4.029,3610,16.5853,12.292,6196,3.59,2.9,1947
2,2.7805098,1.547,15800,8.80341,13.7028,3949,4.59,0.68,735
2,3.6520005,3.638,4590,12.1216,12.2709,7194,4.19,1.69,1802
2,3.118166,2.285,5150,8.60632,13.0519,5218.8,4.27,1.15,1133
2,5.1953991,3.032,4920,13.6454,13.0341,6047,3.97,1.82,1198
2,5.1035091,3.7190896,3718.472272,13.7067,11.031,8086,4.1,2.07,1058.650135
2,4.4644761,1.185,1690,8.09695,10.5378,7013,,1.7,
0,0.760019,0.638738,1865.588652,7.2902589,11.869,5690.2,4,1.65999,2529.024538
2,13.3441946,4.743,3260,,12.3907,4866.9,,,769
0,4.728681,4.533,9990,8.96336,11.6888,4425,4.57,0.9,1075
0,2.3992876,2.545,1180,4.05839,12.2896,6536,4.45,1.15,1746
2,9.6284672,3.554,17990,11.9294,12.7964,5388.3,4.53,0.88,795
2,5.3374045,1.849,2780,16.5532,11.8379,5064.7,,3.01,889
2,8.3548746,3.253,4160,10.7025,12.403,6643,4.16,1.63,1054
2,4.5425274,2.92,8670,11.925,12.5368,7333,4.45,1.28,1489
2,4.21909,4.9314032,3393.775248,12.0136223,12.749,5367,3.79,2.02385,1508.12619
0,1.0638184,3.191,3220,4.08617,13.0246,4963,4.63,0.73,2251
2,7.0465721,2.322,4760,,12.3056,4332.6,,,640
2,3.7235407,2.1053503,8088.786102,18.0478848,13.0971,7492,4.29,1.54879,1732.967525
0,3.0617364,1.947,6620,8.08218,12.5874,6783,4.62,0.98,1369
0,1.2667147,1.712,1870,8.31491,9.9955,6084,4.28965,1.87,2105
2,7.6778159,3.492,6370,17.73,12.8901,5938,4.32,1.19,1422
2,21.6091483,6.112,320,2.134,9.4051,5967,4.36,1.15,888
2,7.2307407,4.646,7940,13.364,11.8422,7747,4.39,1.43,1570
2,7.2333744,1.118,10550,9.46193,13.2181,5508,4.53,0.89,544
2,3.9230475,2.559,4600,9.13123,13.2372,5620,4.23,1.28,1192
2,7.5872202,1.826,4260,16.4426,12.9514,6419,3.86,2.21,823
0,14.4896397,1.898,40070,7.558,14.379,3376,4.87,0.35,292
2,1.8881146,2.761,9030,13.7957,13.1051,6309,4.23,1.42,1995
0,1.7509117,1.4130673,70067.10137,16.6835695,14.8083,3333,4.79,0.443812,666.1259003
2,7.1878971,3.321,11430,18.372,13.1012,5144.9,4.4,0.97,1147
1,1.7447031,1.066,160,0.591815,9.36854,3445,4.85243,0.43,896
1,1.5229985,1.196,58060,8.99483,13.7726,3237,4.87,0.35,687
2,3.4321678,5.115,1950,9.36413,12.3349,6176,3.82,2.22,1948
1,,5.513,10056,9.93012,11.6707,5427.9,4.49,0.91,1010
2,12.4856615,2.538,67270,12.2535,14.667,3473,4.78,0.45,375
2,5.2410982,1.188,5660,9.54095,13.0585,6119,4.4,1.12,752
2,1.2655205,1.344,6380,11.3966,13.4804,5243,4.1,1.41,1369
2,4.1059615,3.688,5250,9.32533,13.157,6524,4.32,1.32,1572
2,2.835273,4.249,3370,11.2429,12.959,6996,4.1,1.83,2371
2,3.5164369,3.119,6640,22.1885,12.8007,4395,,2.57,1081
2,3.0978928,1.17,2740,,12.3918,5962,,,946
2,24.3321784,5.219,520,2.727569,9.8542,5450,4.40968,1.0083,666
2,7.4144849,3.493,392,,9.8542,5450,4.40968,,1073
2,1.8119168,2.618,5510,8.20112,13.353,6146,4.54,0.96,1936
2,1.7687528,1.471,4140,19.8865,12.7595,6176,4.12,1.56,2122
2,1.7125104,3.465,1810,9.77984,12.6425,7938,3.92,2.52,2941
2,0.8313018,1.181,1770,6.57285,12.6116,5983,4.4,1.1,1840
2,2.2866856,2.881,3720,14.738,13.1088,8277,3.98,2.41,2382
2,9.7929019,3.362,6100,10.6608,12.5502,6322,4.28,1.33,935
2,4.1379542,4.739,2610,,12.5386,,,,
2,5.2220526,4.243,4850,12.0807,12.2316,6718,4.15,1.67,1524
2,4.728422,1.398,10770,13.0542,13.4358,5655.8,4.29,1.18,773
2,5.3763108,2.339,4040,9.71605,13.3342,6543,4.2,1.53,1099
1,1.1979996,0.9682003,1150.31773,1.2107339,11.1972,3332,4.91528,0.354529,704.6326883
2,3.4717583,3.494,11480,15.0586,12.8382,6549,4.26,1.43,1630
2,4.4158835,4.663,3250,11.2662,13.2953,5306,3.78,2.03,1405
2,4.4360402,2.438,7040,11.7883,11.2673,6633,4.29,1.39,1254
2,4.4967355,4.218,6290,10.7052,12.9582,6534,4.2,1.53,1614
2,1.5300843,3.1055945,4193.6457,,13.351,5951,,,1581.746825
2,6.9392854,5.859,14590,,13.3328,,,,
0,3.251249,2.123,12040,19.6899,12.9004,6951,4.18,1.66,1436
2,5.1873583,5.228,3850,12.2426,12.6039,7868,4.13,1.96,2002
2,9.4185437,4.259,2670,8.08768,12.0728,6243,4.12,1.58,1076
2,1.895234,0.868,2470,,12.6063,3525,,,619
1,3.6466612,3.9225178,8994.573664,13.2844134,11.8997,6096,4.21513,1.35672,1434.114341
2,3.0471275,3.2974347,8595.287261,15.718004,11.6042,6823,4.19,1.60466,1763.00386
2,2.4498012,3.9189168,12322.1183,,12.8844,,,,1352.067819
2,4.516649,3.654,6110,11.1801,13.2078,5850,4.17,1.4,1323
2,7.3262605,1.786,12150,,12.6087,4884.2,,,619
2,3.5611222,2.736,5240,12.6024,13.4175,5260,,1.76,1197
2,8.9641788,1.636,3510,11.2056,12.1122,6956,4.12,1.77,764
2,5.1609259,4.411,4600,10.5964,12.554,7102,4.23,1.6,1680
2,4.3066915,2.149,7630,11.6239,13.1546,6618,4.4,1.23,1172
2,2.7652293,1.262,2390,3.48557,11.9277,3830,4.62,0.64,667
2,2.3908076,3.28,6010,14.4175,12.4218,7228,4.15,1.77,2186
1,2.8106013,2.2499254,10912.67526,15.9952263,9.93908,6304,4.35913,1.34004,1578.694522
2,7.6650157,5.834,7190,14.8051,13.1119,6085,4.04,1.68,1327
2,16.0462248,2.492,7300,10.789,12.5306,5295.9,4.22,1.23,539
0,4.1934945,1.873,2710,9.49438,12.8989,5541,4.01,1.63,953
2,4.9142901,4.595,5270,12.5243,12.3934,8065,4.27,1.7,1962
2,2.4118274,1.722,9250,19.2999,12.5927,8765,4.21,1.92,1883
2,11.1378464,1.622,5350,13.1836,12.6595,5809,,1.56,576
2,11.9768241,3.662,6760,8.81618,13.3678,6059,4.41,1.09,845
2,3.3405202,2.693,3150,,12.9489,5108.1,,,1215
2,19.7112002,5.452,4150,9.99929,13.2223,6636,4.18,1.59,889
2,11.6484665,5.8782939,6183.967846,16.0778778,10.609,6496,4.64,1.99518,1007.849958
1,3.3326812,3.125,17008,14.4797,12.7656,5645,4.37683,1.11,1331
2,5.506691,1.911388,16086.39908,14.6366494,13.467,5277,4.38,1.01161,964.5506052
2,4.4573401,3.75,7447,13.5074,12.7706,7514,4.3,1.54,1741
2,7.4105517,1.856,10640,18.0468,13.346,5546,4.53,0.89,904
2,6.5430693,2.585,3820,4.75554,12.3375,4689,4.55,0.76,753
1,10.5988743,1.638,12920,12.6054,11.6629,5809.9,4.42,1.04,574
2,3.3362143,2.121,2130,,11.7211,,,,
1,4.1197036,4.547,2690,9.06392,12.1137,5848.8,3.96,1.79,1584
2,4.7738904,3.304,9170,13.3725,11.1646,6681,4.33,1.35,1377
2,6.5329169,3.342,2860,7.59526,12.0272,5698,4.15,1.39,1074
2,3.6470909,2.383,9420,16.5056,12.9098,6050,4.09,1.58,1221
1,3.1220166,3.5718864,6304.917026,14.3229397,11.3155,6280,4.08133,1.72958,1728.263124
2,2.5245706,3.741,4820,13.3195,12.8127,6687,4.15,1.66,2094
2,3.4975869,1.734,4500,13.5654,12.1004,6987,,1.69,
2,7.5492321,5.259,6530,,12.798,5295.2,,,1109
2,12.9175271,4.46,4615,9.95556,12.2607,5501,4.17,1.34,805
2,3.1467665,3.359,5630,,13.0029,8232,,,2146
2,3.9511085,3.436472,13125.9567,15.9780798,13.484,5933,4.19,1.37614,1370.574535
2,6.809144,6.35,1990,10.1542,12.29,6464,3.87,2.2,1579
2,0.8166936,1.234,2890,10.8868,13.1571,5951,3.89,1.97,1886
2,2.7792649,3.764,3610,12.48,11.3943,7544,4.05,2.08,2254
2,2.5547255,2.953,5580,13.5829,13.405,4956,,0.99,1887
2,5.944441,2.3016013,2791.427214,4.4955906,11.4479,4383,4.56546,0.811865,697.8613892
2,6.7789159,4.138,2640,5.88108,12.0678,5804,4.33,1.16,1169
2,6.7635161,3.079,5690,,12.129,4847.4,,,819
2,3.9417247,5.762,2770,11.7599,12.5116,4900.9,,2.3,1745
2,5.3861006,4.62,6440,,12.7116,5623.3,,,1302
0,2.8013515,5.405,4590,12.9252,12.6554,7518,4.23,1.67,3607
2,17.4219809,4.0812901,11750.83648,16.1019557,11.5845,6282,,1.36695,805.0171124
2,4.7750178,3.64,9470,15.088,13.0936,7121,4.27,1.53,1533
2,5.0414219,6.675,2340,11.6667,12.4864,5838,3.66,2.5,1741
2,2.913692,2.665,20130,13.5499,12.4741,5816,4.49,0.97,1371
2,9.1717558,3.54,5240,7.49243,12.1624,7513.5,,1.08,1186
2,1.7018818,1.551,570,1.96356,10.0854,4985,4.67,0.8,1246
2,25.8663869,4.0838781,2612.882741,6.7555369,11.8153,5418.7,,1.17513,643.2496503
2,3.5569996,1.985,18990,10.8822,13.1014,4440,4.49,0.78,801
2,7.9248476,4.022,3330,7.01304,12.5098,6274,4.35,1.22,1142
2,8.0176705,2.714,12290,8.9733,12.998,4353,,0.78,629
2,4.075051,1.176,9210,9.4389,13.0161,5674,4.56,0.87,825
2,1.6500255,2.937,14270,18.0511,13.184,6449,4.44,1.15,2785
0,1.819376,2.97,5240,11.1303,12.1164,7567,4.31,1.53,2917
2,4.1400273,3.936,4520,12.7772,11.5362,6639,4.05,1.85,1663
2,0.4722347,1.074,3610,7.34189,13.164,5827,4.37,1.1,2241
2,1.7819156,2.748,12020,17.5347,12.4171,6955,4.22,1.58,2135
1,1.2749246,2.783,18699,22.0328,10.056,6459,4.24006,1.52,2473
2,3.9358604,4.341,4510,12.0264,11.997,6975,4.11,1.8,1953
2,4.1042587,4.642,2790,10.2079,11.8412,5823,3.89,1.92,1566
2,0.6534841,0.988,1970,6.94706,12.547,7540,4.31,1.53,2352
2,2.9590176,2.832,12520,15.6559,13.4571,6808,4.31,1.4,1643
2,6.6819653,4.357,9100,14.6987,12.69,10126,4.49,1.51,2020
2,3.1409607,1.284,10670,9.6232,13.3356,4924,4.5,0.83,825
2,5.1087099,1.011,16220,12.7621,13.3624,5770,4.52,0.93,643
2,4.6622996,3.382,3810,15.6435,11.9955,6870,3.82,2.48,1471
2,748.8277169,5.812,2167,21.1132,10.7546,6713,3.94,2.11,237
2,4.6011828,3.476,11320,13.7898,13.3895,6183,4.21,1.4,1346
2,2.767691,1.876437,22690.26335,28.980984,12.33,6717.03,4.2,1.54739,1777.67495
2,4.0557174,1.615,4240,16.4885,10.7133,6664.3,3.81,2.2,1304
2,7.4793374,3.5371419,17147.30512,13.4499302,11.6602,5078,4.39,0.969314,828.266397
2,2.074205,2.806,8150,,12.6445,6987,,,2232
2,2.365766,4.298,5750,,13.1009,4057.4,,,1412
0,1.1167145,1.817,12810,20.4041,13.2364,6611,4.41,1.22,2612
2,7.0857491,5.047,2227,9.46717,11.4543,5353,4.29,1.98,1233
2,7.3136902,5.53,1480,10.3927,11.9852,5654,3.58,2.68,1265
2,0.5979368,1.018,3760,10.3319,13.2313,5812,4.18,1.38,1964
2,2.2355936,3.8169843,11467.26548,19.1583617,12.5808,6731,4.11,1.74519,2020.303754
2,3.0773658,3.579,5140,13.6438,12.8132,7277,4.17,1.75,1959
0,2.974175,3.031634,11707.25724,3.756355,13.2312,3333,4.94824,0.302,492.1777269
2,4.8338813,3.9585267,15572.86557,16.2870392,12.365,6859,4.4,1.2713701,1349.594907
2,7.9674915,3.374,2920,,11.9736,5058.2,,,844
2,2.6492703,2.42,10560,12.9788,13.1773,5743,4.25,1.25,1355
2,7.9486299,1.29,6340,9.54103,10.7271,5742,4.51,0.93,676
2,10.6006859,3.663,16260,,12.7126,6303.2,,,897
2,4.4834145,2.363,4810,,12.967,,,,
2,3.027103,3.964,6250,10.9691,13.3665,6275,4.24,1.39,1835
2,7.7023687,2.321,27310,14.6181,12.5156,5333,4.55,0.85,721
2,4.7190303,1.538,6800,17.051,12.2913,6389,4.07,1.73,1151
2,3.6305988,2.303,570,5.32844,10.5895,5156,4.14,1.31,1876
2,0.2750478,0.5251393,703.0554225,4.0587998,9.58094,6218,4.26662,1.3227299,3469.997649
2,16.1565078,1.814,13030,,12.9331,5215,,,466
2,0.2097217,0.25,1250,11.9597,12.4813,6046,4.42,1.08,2489
2,2.5665666,3.177,9060,15.79,13.3495,6020,4.09,1.57,1663
2,5.7527363,5.075,12970,,13.01,5951,,,1479
2,3.6748618,4.042,2990,,12.4373,6084.3,,,1627
0,3.5678072,2.968,17670,34.7616,13.3162,7819,4.24,1.71,2225
2,6.5946181,2.884,9920,22.1605,12.8742,6345,3.89,2.12,1137
1,4.2889696,2.517,5850,20.7112,10.6311,6736.9,3.76,2.61,1404
2,2.3696548,1.8925768,46129.4276,21.171114,14.881,3986,4.57,0.697237,843.3573872
2,3.429078,1.795,13770,21.1656,13.0413,5654,3.91,1.85,1027
2,8.5334865,2.369,1756,4.14687,10.1374,5997,4.45722,0.97,941
2,5.6386197,2.621,5940,13.3798,12.9123,5373,4.02,1.56,922
2,0.7702101,0.857,29130,13.5452,14.6594,3601,4.58,0.68,922
2,4.8807474,3.148,11440,18.7724,13.1812,6356,4.08,1.7,1264
2,3.1062522,4.824,3680,12.6882,12.782,5369,3.75,2.13,1708
1,21.4921464,4.199,5960,9.09747,11.9545,5520,4.34,1.11,608
2,8.7802662,2.45,2140,8.87975,11.8014,6124,3.95,1.88,851
2,4.8131406,4.932,5030,15.2753,12.7523,6287,3.88,2.1,1595
2,13.3178839,4.344,3920,,11.1281,7295.5,,,1120
2,9.7800223,4.245,4340,9.06075,11.2723,6113,4.25,1.33,1031
2,5.5846356,5.066,2220,9.33343,10.8235,5698,3.84,1.99,1392
1,0.5481573,0.9424668,226.8573536,1.3591774,9.4022,4590,4.50961,0.751825,1577.391183
2,5.5422295,2.556,14910,14.7328,12.6702,5483,,1.02,
2,15.3392841,2.933,12910,11.7705,12.6702,5483,,1.02,
2,5.069043,4.185,8170,13.2155,12.1641,6763,4.24,1.51,1542
2,3.7318818,3.231,10850,13.3208,13.4479,6129,4.32,1.23,1408
2,4.4540914,1.16,9790,12.2601,11.8406,6188,4.41,1.13,806
2,5.7626113,4.004,8710,10.0697,13.0071,5470,4.45,0.97,1429
1,6.3084728,2.871,3690,6.00429,11.13,5840,4.48,0.97,1012
2,4.254955,4.228,2370,14.4712,11.9055,8653,3.85,2.88,2372
1,2.5432595,1.12,21300,10.6224,13.6366,3757,4.61,0.66,615
2,2.7702532,3.748,10790,10.2658,12.9499,5183,4.43,0.94,1500
2,8.1755735,7.683,2870,17.9327,11.9032,9169,3.73,3.44,2291
1,1.7100122,1.79,12680,17.2191,10.3887,5720,4.16816,1.51,1493
2,6.7107895,1.377,29370,12.843,14.6681,3980,4.57,0.7,437
2,2.6060495,1.6531467,7607.398609,6.7707607,13.4962,4471,4.49,0.78826,965.2816733
2,4.18438,2.146,3750,14.8687,11.4302,10708,4.36,1.82,1958
2,8.989491,1.43,2890,13.4707,12.7482,6620,3.89,2.21,704
2,3.4507193,3.498,2270,8.16973,12.4073,5712,3.99,1.7,1495
2,2.4533968,3.425,8790,16.1215,12.491,6333,4.07,1.7,1868
0,1.2833689,2.592,20090,23.5753,12.5209,5442,4.4,1.01,2357
2,3.3677179,5.049,3070,12.6215,12.4698,5575.2,3.71,2.3,1732
2,6.5859565,1.553,1570,5.98453,11.576,6353,4.24,1.41,905
2,1.090295,1.895,5240,8.96609,12.6345,5479,4.31,1.14,2156
2,2.9412694,1.6223259,2421.369675,8.8335566,10.3773,5642,4.16735,1.21356,1430.739564
2,5.3450209,5.64,3650,11.8547,13.3298,6279,3.91,2.04,1694
2,12.975062,6.124,6210,11.8674,13.2565,6480.9,4.2,1.5,1125
2,2.244541,2.1,17150,13.6382,13.1509,5455,4.39,1.03,1294
2,2.2749988,0.632,68800,17.0496,14.9582,3199,4.9,0.32,398
2,14.7765802,4.996,4630,10.2309,12.9267,6247,4.19,1.46,920
2,2.8846592,2.783,12880,16.5935,12.3666,8219,4.44,1.42,1982
2,3.2813635,3.203,4740,10.9441,11.831,6622,,1.54,
1,10.2436729,2.999,9410,11.2818,10.9097,5845.9,4.5,0.96,1035
2,3.9353218,3.169,8020,20.2069,12.5587,5806,3.78,2.17,1364
2,3.8861815,2.565,5880,10.8516,12.1989,8615,4.49,1.39,1766
1,3.6773543,1.441,3949,11.426,9.19813,7887,4.28126,1.68,1475
2,4.4299239,4.671,5280,,12.3927,,,,
2,4.5314275,6.41,6062,,13.302,3605,,,1099
2,6.032661,4.689,6850,,12.7954,5049.5,,,1114
2,5.4695364,1.274,1600,1.39203,11.7405,3465,4.86,0.36,437
2,8.7042937,2.726,2130,3.59413,12.0635,5160.9,4.61,0.77,749
2,5.8009082,3.175,5130,8.06972,12.5787,5406,4.37,1.05,1008
2,17.7481897,2.516,5210,11.5797,12.5819,5393,4.06,1.51,516
2,4.1245473,3.4302475,15857.51592,17.7780627,12.3155,6433,4.3,1.3291301,1395.887109
2,0.9990876,1.27,4640,16.981,11.9036,9391,4.05,2.41,
2,2.1967461,3.749,3670,11.6242,13.4924,5709,3.94,1.8,1887
0,1.6773063,2.352,3910,29.2836,9.6646,6915,4.17618,2.56,3110
2,3.3808424,3.135,4420,15.6348,12.9612,6445,3.97,1.96,1617
2,0.733892,0.9663799,41803.84141,12.8031517,14.9276,3423,4.79,0.438708,910.7685622
2,5.6316098,5.877,940,6.99657,11.0384,5784,3.72,2.32,1562
2,3.8027513,3.148,26100,14.5097,12.4337,5061,4.5,0.86,1102
2,5.5556615,4.494587,3308.302242,13.1283718,11.1072,5964,3.83,2.09656,1515.57658
2,3.4792084,3.545,8320,14.4016,13.3209,6052,4.1,1.57,1542
2,11.1838046,5.302,3740,,13.069,,,,
2,7.3142625,3.367,18810,12.5859,12.6794,4881,4.47,0.86,803
2,1.3583233,1.463,6790,13.5621,13.115,5604,4.05,1.56,1487
2,2.9204289,2.679,10330,12.9535,12.9072,5508,4.36,1.08,1297
1,3.3294649,4.0123108,10603.98639,16.0269619,10.6815,6003,4.16979,1.52238,1616.264029
2,2.3064574,2.071,5650,13.5732,12.6487,6692,4.25,1.48,1574
2,3.5980715,2.842,15550,14.8005,11.6451,4708,4.21,1.13,1021
2,4.0668104,2.988,19690,15.0245,12.3562,5496,4.36,1.07,1145
2,9.8830331,3.432,15630,10.3147,12.6916,4456,4.46,0.82,650
2,4.2100055,2.653,7990,13.6161,12.7372,6160,4.2,1.42,1266
0,2.0915616,3.634,2560,14.2961,11.9139,5551,4.01,1.62,2796
2,7.6686232,4.794,2000,8.82795,10.9531,6066,3.91,1.96,1304
2,1.1437772,1.501,1770,12.9975,11.0837,4520,,2.85,1348
2,23.7123919,5.841,6160,12.8901,10.9425,6130,,1.29,
2,8.7876771,2.935,20650,11.5115,11.8876,4676,4.54,0.77,656
0,2.774207,2.393565,693.389889,2.582442,10.4215,5280,4.44454,0.945062,1170.905839
2,1.2695326,2.229,13410,14.8016,13.4489,9561,4.68,1.18,3219
2,3.3645349,3.14,7010,11.8831,12.9971,6443,4.3,1.34,1558
2,6.2244575,5.174,1570,8.34496,11.8105,5692.8,3.81,2.08,1401
2,3.613799,3.323,9490,15.4064,12.6019,6955,4.25,1.54,1665
2,3.5108018,2.791,960,5.42543,11.5939,5860,4.06,1.59,1356
1,19.4921473,3.568,1700,5.50689,9.66896,6128,4.23,1.36,662
2,1.3454079,1.208,1226,7.22545,10.3418,7509.4,4.07,2,2162
1,4.6886342,2.651,1469,3.36071,11.7421,4954,4.47,0.87,946
1,4.7369669,2.58,1238,2.93924,11.1704,5069.2,4.46,0.79,1166
2,8.8558739,6.144,280,3.014,9.63679,6332,3.99,1.87,1378
2,0.8994677,1.2066668,58768.35362,17.1200078,13.2304,3338,4.9469,0.505078,866.8813273
0,6.216994,2.759,2060,7.46488,10.3879,6304,4.16,1.54,1432
1,1.6739029,1.355,863,3.44449,10.0121,6115.5,4.33,1.22,1461
1,5.185768,2.356,13002,7.50399,12.244,4664.8,4.68,0.65,935
2,3.1393667,3.957,11087,15.9004,13.3042,5653.4,4.08,1.52,1597
1,3.0801795,3.4870958,8926.432346,17.0613,9.02097,7511,4.21,1.70169,1937.723404
0,1.7134571,1.433,355,4.95462,8.3482,8638,3.93,2.64,2240
1,23.4428912,4.392,1623,3.02618,9.9909,4794.4,4.47,0.85,527
2,5.8879518,3.534,747,9.19044,9.51297,5641,3.85,1.97,2079
2,1.5110224,1.232,408,1.47339,9.7119,4595,4.63,0.68,1346
0,1.4920726,1.594,907,2.23482,9.642901,5125,4.56,0.81,1409
1,4.6117328,4.065,11890,18.7958,9.654,7346,4.14208,1.67,1722
1,9.72665,4.584,2287,7.23871,12.9285,5583.6,4.11,1.45,1214
1,5.1699026,1.972,3110,9.23587,10.5649,6283.4,4.18,1.48,1356
1,4.2403543,2.353,842,2.64301,7.6253,5670,4.5,0.93,1113
1,4.7948642,2.245,2280,3.3985,12.0394,4072,4.62,0.65,919
2,5.8321337,2.039,274,1.15554,7.564,4544,4.54,0.75,740
2,4.5117148,4.48,550,2.89398,10.1125,5785,4.19,1.35,1535
1,2.9956366,2.287,7778,13.1937,11.0514,6135.5,4.21,1.4,1552
1,17.3070631,3.646,1909,3.7275,10.1192,4230.6,4.48,0.77,658
2,10.3883213,4.056,822,3.76664,9.3422,5638.7,4.56,0.87,1611
2,13.4155226,3.665,550,1.53506,9.3422,5638.7,4.56,0.87,782
1,5.113835,2.4556787,1290.375031,5.6708634,10.999,6315.7,4.17,1.50876,1369.873657
1,9.0588209,3.342,875,2.67607,7.9259,5560.26,4.438,0.96,864
1,21.4003129,5.3847459,960.7539877,3.0010426,7.9259,5560.26,4.438,0.962324,621.592122
1,1.9828041,1.1139386,132105.0435,10.8910702,16.0573,3213,4.93347,0.293047,543.4709395
2,3.6413702,3.705,11340,16.4955,11.4438,6832,4.2575,1.5,1685
2,2.3626901,1.4468336,4744.080029,6.9577388,11.6786,5222.44,4.63151,0.755047,1095.459156
1,2.2984058,2.0873186,30832.05373,13.7058869,12.8033,4221.54,4.45733,0.794584,963.6320245
1,3.3366511,1.8580034,6765.870433,4.1305078,10.2479,3552,4.74,0.499698,595.1913226
1,3.4845543,0.9158601,13705.5318,4.2083193,13.0275,3204,4.93668,0.290216,447.8143065
1,2.8753183,1.615,23676,11.1331,10.2832,4604,4.64,0.68,846
1,5.7459945,1.185,3650,2.06081,11.5219,3413,4.91,0.32,393
1,3.5438732,4.2332052,10892.9403,19.1202757,11.8887,6466,4.07444,1.74624,1687.334743
2,14.4507561,1.3457797,867.6358458,6.2516257,6.9762,6761.32,3.96878,2.0669501,1182.879662
2,1.3523942,0.512,371,2.82883,8.4633,5915,4.1283,1.29,1110
2,3.4532143,2.445241,13153.33102,16.9569136,12.4261,6028,4.2444,1.3226399,1419.231645
1,10.1367283,5.341,1059,5.44119,11.6718,6283,4.17177,1.51,1563
2,0.4522013,0.5773712,15351.64981,7.9172286,15.0155,3739,4.6228,0.633946,1326.277936
2,4.9898664,1.037,1850,9.128,11.5679,6242,4.09,1.63,1001
2,4.890376,3.9844446,12039.46081,16.1683559,13.7667,6278,4.20771,1.4458801,1354.85221
2,4.4455436,4.152,5839,15.8181,12.1476,6355.8,3.89,2.11,1528
2,2.4361097,1.095,840,7.79741,10.0704,7182.5,3.91,2.33,1485
0,1.8354365,1.633,310,5.7988,9.4098,9758,3.8,3.27,2530
1,6.7535728,2.173,1740,6.28796,9.18458,5880,4.22,1.32,927
